day,cars_reserved_de,bookmarks_de
2022-05-31,64,2040
2022-06-01,61,1819
2022-06-02,58,1864
2022-06-03,46,1906
2022-06-04,32,1682
2022-06-05,23,1828
2022-06-06,19,2196
2022-06-07,80,1621
2022-06-08,66,2017
2022-06-09,80,2000
2022-06-10,47,1686
2022-06-11,48,1515
2022-06-12,27,1967
2022-06-13,76,2037
2022-06-14,66,1519
2022-06-15,64,1615
2022-06-16,48,2032
2022-06-17,62,1672
2022-06-18,39,1587
2022-06-19,35,1907
2022-06-20,77,1871
2022-06-21,70,2294
2022-06-22,64,2046
2022-06-23,63,1711
2022-06-24,57,1937
2022-06-25,47,1805
2022-06-26,32,2101
2022-06-27,75,1912
2022-06-28,72,2254
2022-06-29,85,2130
2022-06-30,59,1901
2022-07-01,66,1767
2022-07-02,47,1787
2022-07-03,36,1848
2022-07-04,89,1833
2022-07-05,68,1861
2022-07-06,59,2027
2022-07-07,73,2235
2022-07-08,65,1321
2022-07-09,51,1903
2022-07-10,39,2185
2022-07-11,80,1758
2022-07-12,52,2003
2022-07-13,84,2034
2022-07-14,60,1940
2022-07-15,51,1715
2022-07-16,50,1352
2022-07-17,34,1956
2022-07-18,66,1844
2022-07-19,61,1902
2022-07-20,54,1649
2022-07-21,65,1455
2022-07-22,57,1297
2022-07-23,44,1788
2022-07-24,33,1546
2022-07-25,79,1944
2022-07-26,71,2067
2022-07-27,74,1858
2022-07-28,69,1536
2022-07-29,76,1393
2022-07-30,45,1782
2022-07-31,40,1931
2022-08-01,76,1830
2022-08-02,80,1759
2022-08-03,81,1761
2022-08-04,86,1633
2022-08-05,86,1472
2022-08-06,43,1542
2022-08-07,40,1693
2022-08-08,89,1599
2022-08-09,82,1774
2022-08-10,78,1890
2022-08-11,71,1629
2022-08-12,73,1463
2022-08-13,46,1543
2022-08-14,28,1548
2022-08-15,98,1781
2022-08-16,84,1644
2022-08-17,78,1614
2022-08-18,76,1477
2022-08-19,67,1482
2022-08-20,46,1436
2022-08-21,33,1566
2022-08-22,84,1553
2022-08-23,66,1810
2022-08-24,85,1611
2022-08-25,69,1391
2022-08-26,70,1689
2022-08-27,47,1535
2022-08-28,35,1680
2022-08-29,69,1866
2022-08-30,78,1691
2022-08-31,71,1737
2022-09-01,66,1714
2022-09-02,77,1618
2022-09-03,48,1667
2022-09-04,39,1711
2022-09-05,85,1837
2022-09-06,75,1734
2022-09-07,81,1669
2022-09-08,67,1618
2022-09-09,66,1776
2022-09-10,51,1637
2022-09-11,31,1882
2022-09-12,91,1668
2022-09-13,78,1836
2022-09-14,86,1721
2022-09-15,62,1728
2022-09-16,75,1646
2022-09-17,47,1526
2022-09-18,34,2034
2022-09-19,95,1543
2022-09-20,86,1688
2022-09-21,66,1661
2022-09-22,85,1634
2022-09-23,66,1662
2022-09-24,69,1712
2022-09-25,36,1898
2022-09-26,97,1586
2022-09-27,76,1562
2022-09-28,88,1963
2022-09-29,65,2122
2022-09-30,100,1960
2022-10-01,52,1790
2022-10-02,30,1986
2022-10-03,36,2031
2022-10-04,58,1983
2022-10-05,63,2172
2022-10-06,91,2103
2022-10-07,64,198
2022-10-08,43,0
2022-10-09,29,0
2022-10-10,70,6162
2022-10-11,81,0
2022-10-12,62,2760
2022-10-13,72,2733
2022-10-14,69,2119
2022-10-15,47,2136
2022-10-16,32,2070
2022-10-17,75,2117
2022-10-18,78,1896
2022-10-19,68,2000
2022-10-20,69,2083
2022-10-21,81,2246
2022-10-22,53,2388
2022-10-23,33,2764
2022-10-24,71,2148
2022-10-25,62,1983
2022-10-26,63,1919
2022-10-27,59,2014
2022-10-28,76,1939
2022-10-29,53,1889
2022-10-30,29,2012
2022-10-31,66,2310
2022-11-01,66,2386
2022-11-02,67,2305
2022-11-03,69,2017
2022-11-04,71,2028
2022-11-05,55,1924
2022-11-06,30,2295
2022-11-07,82,2007
2022-11-08,88,1894
2022-11-09,73,2057
2022-11-10,60,1787
2022-11-11,64,1852
2022-11-12,49,2074
2022-11-13,24,2135
2022-11-14,62,2431
2022-11-15,57,2178
2022-11-16,63,2439
2022-11-17,55,2167
2022-11-18,69,1756
2022-11-19,56,1921
2022-11-20,28,2113
2022-11-21,76,1784
2022-11-22,70,2024
2022-11-23,65,2333
2022-11-24,58,2471
2022-11-25,65,1997
2022-11-26,32,2099
2022-11-27,27,1958
2022-11-28,76,2181
2022-11-29,79,2178
2022-11-30,80,2139
2022-12-01,57,2269
2022-12-02,57,2094
2022-12-03,45,2277
2022-12-04,33,2348
2022-12-05,76,2241
2022-12-06,77,2101
2022-12-07,53,2215
2022-12-08,66,1973
2022-12-09,64,1777
2022-12-10,38,1890
2022-12-11,39,2273
2022-12-12,78,1956
2022-12-13,74,1974
2022-12-14,60,2098
2022-12-15,63,2011
2022-12-16,68,1900
2022-12-17,49,2124
2022-12-18,32,1900
2022-12-19,63,2047
2022-12-20,61,1996
2022-12-21,61,2433
2022-12-22,49,2013
2022-12-23,53,2073
2022-12-24,26,1630
2022-12-25,25,2023
2022-12-26,25,2267
2022-12-27,64,2927
2022-12-28,74,2719
2022-12-29,80,2280
2022-12-30,85,2554
2022-12-31,31,1712
2023-01-01,34,1896
2023-01-02,91,2675
2023-01-03,87,2689
2023-01-04,88,2803
2023-01-05,70,2641
2023-01-06,86,2746
2023-01-07,60,2398
2023-01-08,38,2548
2023-01-09,85,2440
2023-01-10,90,2692
2023-01-11,76,2269
2023-01-12,60,2452
2023-01-13,67,2701
2023-01-14,50,2433
2023-01-15,35,2631
2023-01-16,92,2473
2023-01-17,81,2937
2023-01-18,84,2586
2023-01-19,71,2668
2023-01-20,75,2633
2023-01-21,71,2661
2023-01-22,29,2489
2023-01-23,90,2575
2023-01-24,99,2639
2023-01-25,68,2541
2023-01-26,65,2326
2023-01-27,60,2245
2023-01-28,50,2614
2023-01-29,43,2770
2023-01-30,83,2545
2023-01-31,74,2543
2023-02-01,75,2375
2023-02-02,85,2248
2023-02-03,58,2281
2023-02-04,51,2448
2023-02-05,37,2320
2023-02-06,60,1919
2023-02-07,74,2234
2023-02-08,68,2389
2023-02-09,72,2280
2023-02-10,68,1958
2023-02-11,51,2208
2023-02-12,23,2424
2023-02-13,74,2106
2023-02-14,68,2211
2023-02-15,60,2071
2023-02-16,71,2126
2023-02-17,43,2132
2023-02-18,51,2290
2023-02-19,36,2162
2023-02-20,49,2024
2023-02-21,60,2041
2023-02-22,63,2290
2023-02-23,63,2221
2023-02-24,60,2066
2023-02-25,44,1963
2023-02-26,27,2180
2023-02-27,56,1834
2023-02-28,63,1971
2023-03-01,62,2162
2023-03-02,65,1978
2023-03-03,55,2147
2023-03-04,38,2081
2023-03-05,36,2229
2023-03-06,66,1944
2023-03-07,55,2056
2023-03-08,47,1894
2023-03-09,18,1864
2023-03-10,30,1948
2023-03-11,17,2002
2023-03-12,1,2212
2023-03-13,46,2090
2023-03-14,53,2234
2023-03-15,54,2206
2023-03-16,50,2114
2023-03-17,48,1985
2023-03-18,16,1985
2023-03-19,0,2325
2023-03-20,78,2683
2023-03-21,80,2118
2023-03-22,60,2093
2023-03-23,55,2118
2023-03-24,41,2029
2023-03-25,10,2226
2023-03-26,1,2004
2023-03-27,76,2213
2023-03-28,46,2160
2023-03-29,67,2310
2023-03-30,61,2238
2023-03-31,53,1986
2023-04-01,16,1907
2023-04-02,0,2104
2023-04-03,61,1857
2023-04-04,57,1839
2023-04-05,58,1920
2023-04-06,47,1716
2023-04-07,0,2510
2023-04-08,24,1800
2023-04-09,0,1546
2023-04-10,0,2031
2023-04-11,73,2092
2023-04-12,74,2490
2023-04-13,68,2269
2023-04-14,60,2371
2023-04-15,26,1919
2023-04-16,0,2263
2023-04-17,72,2241
2023-04-18,63,2339
2023-04-19,65,1885
2023-04-20,78,1875
2023-04-21,74,2149
2023-04-22,21,1803
2023-04-23,0,2171
2023-04-24,78,2630
2023-04-25,79,2855
2023-04-26,73,2397
2023-04-27,51,2375
2023-04-28,66,2616
2023-04-29,16,2279
2023-04-30,0,2217
2023-05-01,0,2289
2023-05-02,75,2341
2023-05-03,83,2520
2023-05-04,53,2094
2023-05-05,67,2223
2023-05-06,20,2071
2023-05-07,0,2303
2023-05-08,93,2252
2023-05-09,64,2279
2023-05-10,54,2548
2023-05-11,61,2068
2023-05-12,59,2203
2023-05-13,14,1758
2023-05-14,0,2130
2023-05-15,88,2277
2023-05-16,52,2339
2023-05-17,54,2082
2023-05-18,0,2037
2023-05-19,77,2036
2023-05-20,8,1986
2023-05-21,0,1844
2023-05-22,73,2109
2023-05-23,80,2282
2023-05-24,52,2606
2023-05-25,51,2129
2023-05-26,46,1827
2023-05-27,12,1718
2023-05-28,0,1813
2023-05-29,0,2108
2023-05-30,91,2220
2023-05-31,59,2038
2023-06-01,52,1858
2023-06-02,44,1809
2023-06-03,17,1655
2023-06-04,0,1872
2023-06-05,67,2016
2023-06-06,57,1761
2023-06-07,68,1928
2023-06-08,60,2194
2023-06-09,44,1796
2023-06-10,15,1327
2023-06-11,0,1714
2023-06-12,78,1838
2023-06-13,71,1625
2023-06-14,48,1680
2023-06-15,56,1672
2023-06-16,50,1732
2023-06-17,20,1734
2023-06-18,0,1878
2023-06-19,48,1835
2023-06-20,72,2019
2023-06-21,41,1983
2023-06-22,57,1794
2023-06-23,54,1991
2023-06-24,23,1935
2023-06-25,0,1931
2023-06-26,65,1813
2023-06-27,63,2032
2023-06-28,46,1765
2023-06-29,46,2355
2023-06-30,45,2197
2023-07-01,34,2088
2023-07-02,0,1959
2023-07-03,64,1986
2023-07-04,96,2096
2023-07-05,47,2000
2023-07-06,54,1794
2023-07-07,70,1745
2023-07-08,19,1716
2023-07-09,0,1888
2023-07-10,60,2151
2023-07-11,64,1816
2023-07-12,60,2080
2023-07-13,61,2267
2023-07-14,54,1930
2023-07-15,24,1773
2023-07-16,1,1743
2023-07-17,79,2148
2023-07-18,78,2347
2023-07-19,67,2060
2023-07-20,57,2068
2023-07-21,59,2237
2023-07-22,15,2381
2023-07-23,0,1999
2023-07-24,75,2128
2023-07-25,93,2414
2023-07-26,70,2148
2023-07-27,51,2206
2023-07-28,40,1926
2023-07-29,12,2056
2023-07-30,0,2145
2023-07-31,80,2067
2023-08-01,72,2055
2023-08-02,63,2089
2023-08-03,62,2127
2023-08-04,41,2090
2023-08-05,19,1808
2023-08-06,0,2058
2023-08-07,84,2450
2023-08-08,74,2233
2023-08-09,68,2205
2023-08-10,47,2031
2023-08-11,52,2069
2023-08-12,32,2087
2023-08-13,0,2175
2023-08-14,87,2705
2023-08-15,70,2490
2023-08-16,79,2896
2023-08-17,63,2414
2023-08-18,78,2420
2023-08-19,11,2660
2023-08-20,0,2378
2023-08-21,101,2521
2023-08-22,88,2740
2023-08-23,74,2845
2023-08-24,59,2635
2023-08-25,60,2924
2023-08-26,18,2549
2023-08-27,0,2484
2023-08-28,105,2718
2023-08-29,81,2664
2023-08-30,92,2956
2023-08-31,70,2754
2023-09-01,75,2598
2023-09-02,17,2410
2023-09-03,0,2637
2023-09-04,138,2478
2023-09-05,85,2664
2023-09-06,69,2599
2023-09-07,75,2796
2023-09-08,78,2635
2023-09-09,28,2404
2023-09-10,0,2789
2023-09-11,106,2725
2023-09-12,89,2952
2023-09-13,64,2967
2023-09-14,92,2521
2023-09-15,81,2810
2023-09-16,28,2636
2023-09-17,4,2823
2023-09-18,81,2700
2023-09-19,83,2677
2023-09-20,73,2884
2023-09-21,59,2797
2023-09-22,81,2522
2023-09-23,29,2432
2023-09-24,0,2863
2023-09-25,87,2802
2023-09-26,73,2519
2023-09-27,84,2557
2023-09-28,72,2767
2023-09-29,70,2459
2023-09-30,39,2306
2023-10-01,0,2354
2023-10-02,77,2623
2023-10-03,1,2990
2023-10-04,138,2751
2023-10-05,68,2709
2023-10-06,61,2466
2023-10-07,15,2525
2023-10-08,0,2556
2023-10-09,108,2503
2023-10-10,86,2207
2023-10-11,65,2568
2023-10-12,71,2508
2023-10-13,72,2459
2023-10-14,29,2379
2023-10-15,0,2179
2023-10-16,77,2634
2023-10-17,73,2549
2023-10-18,65,2633
2023-10-19,69,2716
2023-10-20,58,2679
2023-10-21,35,2537
2023-10-22,0,3354
2023-10-23,91,2783
2023-10-24,79,2845
2023-10-25,91,2862
2023-10-26,70,2607
2023-10-27,58,2622
2023-10-28,13,2765
2023-10-29,0,3341
2023-10-30,85,2880
2023-10-31,50,3103
2023-11-01,92,3343
2023-11-02,70,2880
2023-11-03,60,2719
2023-11-04,50,2885
2023-11-05,0,3314
2023-11-06,116,2921
2023-11-07,79,3194
2023-11-08,81,2813
2023-11-09,100,3433
2023-11-10,88,2744
2023-11-11,33,3098
2023-11-12,0,2997
2023-11-13,119,3147
2023-11-14,108,3009
2023-11-15,89,3136
2023-11-16,77,2962
2023-11-17,79,2931
2023-11-18,26,3003
2023-11-19,0,2775
2023-11-20,119,3042
2023-11-21,86,3017
2023-11-22,103,2815
2023-11-23,90,3063
2023-11-24,76,2957
2023-11-25,23,2874
2023-11-26,0,3126
2023-11-27,93,2922
2023-11-28,92,2911
2023-11-29,93,2982
2023-11-30,80,2898
2023-12-01,78,2628
2023-12-02,25,2668
2023-12-03,0,3184
2023-12-04,98,2841
2023-12-05,106,3061
2023-12-06,102,2854
2023-12-07,83,2770
2023-12-08,59,2567
2023-12-09,35,2781
2023-12-10,0,2954
2023-12-11,60,3333
2023-12-12,59,2971
2023-12-13,83,2694
2023-12-14,68,2759
2023-12-15,56,2633
2023-12-16,31,2640
2023-12-17,0,2585
2023-12-18,76,3028
2023-12-19,67,4003
2023-12-20,66,2585
2023-12-21,71,2854
2023-12-22,76,2580
2023-12-23,16,2406
2023-12-24,0,2089
2023-12-25,0,2336
2023-12-26,0,2294
2023-12-27,98,2827
2023-12-28,61,3126
2023-12-29,78,2528
2023-12-30,26,2467
2023-12-31,0,1936
2024-01-01,0,2111
2024-01-02,70,2567
2024-01-03,74,3120
2024-01-04,108,3556
2024-01-05,117,3151
2024-01-06,35,2939
2024-01-07,0,2946
2024-01-08,85,2670
2024-01-09,78,3006
2024-01-10,103,3203
2024-01-11,92,2938
2024-01-12,86,2553
2024-01-13,31,2997
2024-01-14,0,2997
2024-01-15,58,3207
2024-01-16,93,2868
2024-01-17,89,3301
2024-01-18,75,3134
2024-01-19,74,3086
2024-01-20,26,3455
2024-01-21,0,3088
2024-01-22,87,2881
2024-01-23,85,2869
2024-01-24,81,3107
2024-01-25,87,3085
2024-01-26,59,2803
2024-01-27,26,3205
2024-01-28,0,3026
2024-01-29,97,3184
2024-01-30,98,3184
2024-01-31,92,3452
2024-02-01,91,3209
2024-02-02,78,3038
2024-02-03,24,3503
2024-02-04,0,3385
2024-02-05,83,3195
2024-02-06,112,3217
2024-02-07,87,3000
2024-02-08,90,3205
2024-02-09,73,2999
2024-02-10,38,2993
2024-02-11,0,3229
2024-02-12,82,3675
2024-02-13,84,3242
2024-02-14,84,3065
2024-02-15,91,3529
2024-02-16,86,3082
2024-02-17,14,3366
2024-02-18,0,3270
2024-02-19,103,2843
2024-02-20,121,3187
2024-02-21,134,3086
2024-02-22,82,3521
2024-02-23,85,3102
2024-02-24,18,3373
2024-02-25,0,3298
2024-02-26,112,3283
2024-02-27,103,3386
2024-02-28,86,3499
2024-02-29,98,2986
2024-03-01,80,3175
2024-03-02,38,3168
2024-03-03,0,3376
2024-03-04,90,3376
2024-03-05,105,3208
2024-03-06,112,3555
2024-03-07,86,3320
2024-03-08,57,3083
2024-03-09,13,3072
2024-03-10,0,3743
2024-03-11,99,3113
2024-03-12,138,3346
2024-03-13,98,3392
