ID,Department,Region,Education,Gender,Recruitment_Channel,Age,Number_of_Previous_Companies,Years_of_Service
1985,Procurement,13,Bachelor's,Male,Sourcing,38,1,8
8937,Technology,26,Bachelor's,Female,Sourcing,29,1,3
1253,Sales & Marketing,2,,Male,Sourcing,22,1,2
4739,Sales & Marketing,22,Bachelor's,Female,Sourcing,27,1,3
6684,Procurement,4,Master's & above,Male,Other,33,1,9
8835,Operations,2,Bachelor's,Female,Sourcing,38,2,4
7412,Operations,27,Bachelor's,Male,Other,46,1,4
9014,Operations,22,Master's & above,Female,Sourcing,52,1,8
5582,Sales & Marketing,7,Bachelor's,Male,Referred,27,1,2
1242,Technology,14,Bachelor's,Female,Sourcing,41,1,3
3608,Finance,2,Master's & above,Female,Sourcing,33,1,5
8283,Technology,2,Bachelor's,Male,Sourcing,25,1,2
2480,Analytics,12,Bachelor's,Male,Sourcing,29,1,1
6829,Operations,26,Master's & above,Female,Other,34,1,7
2610,Procurement,2,Below Secondary,Female,Other,26,2,1
5521,Analytics,15,Bachelor's,Other,Other,31,2,3
9120,Operations,7,Bachelor's,Female,Other,45,1,10
2696,Technology,26,Bachelor's,Female,Other,40,1,4
4905,Procurement,14,Bachelor's,Female,Sourcing,29,1,3
7054,Finance,7,Bachelor's,Male,Other,33,1,4
5980,Analytics,22,Master's & above,Male,Sourcing,39,1,11
6753,Operations,2,Master's & above,Male,Other,47,1,15
7509,Sales & Marketing,16,Bachelor's,Male,Sourcing,49,1,3
3736,Technology,7,Master's & above,Male,Sourcing,39,1,4
1154,Procurement,16,Bachelor's,Female,Other,32,1,7
3005,Sales & Marketing,24,Bachelor's,Male,Other,31,1,2
5502,Technology,7,Master's & above,Female,Sourcing,53,1,16
7778,Operations,22,Master's & above,Male,Sourcing,42,1,11
6106,Procurement,2,Master's & above,Female,Other,45,1,6
9252,Procurement,27,Bachelor's,Female,Sourcing,32,2,3
2279,Operations,11,Bachelor's,Male,Other,27,1,8
7466,Operations,26,Bachelor's,Female,Other,30,1,2
9249,Sales & Marketing,7,Bachelor's,Female,Other,35,1,9
3331,Procurement,26,Bachelor's,Male,Sourcing,31,More than 3,4
8730,Operations,25,Bachelor's,Female,Other,27,1,2
8247,Operations,19,Bachelor's,Male,Sourcing,40,1,4
5896,HR,2,Bachelor's,Female,Sourcing,48,1,3
9758,Analytics,22,Bachelor's,Female,Sourcing,27,1,4
870,Finance,22,Bachelor's,Male,Other,30,1,3
3599,Analytics,11,Bachelor's,Male,Sourcing,26,1,2
2116,Sales & Marketing,17,Bachelor's,Male,Other,32,1,6
8624,Sales & Marketing,25,Bachelor's,Male,Sourcing,27,1,4
1476,HR,11,Bachelor's,Male,Other,27,1,2
4453,Sales & Marketing,15,Bachelor's,Male,Sourcing,34,1,8
3604,Sales & Marketing,8,Bachelor's,Female,Sourcing,27,1,1
2964,Sales & Marketing,10,Master's & above,Male,Other,37,1,10
4438,Sales & Marketing,2,Bachelor's,Male,Sourcing,32,1,4
7958,Sales & Marketing,13,Master's & above,Female,Sourcing,34,2,8
5798,Operations,16,Bachelor's,Female,Other,36,1,3
5146,Operations,19,Bachelor's,Male,Sourcing,28,2,6
8649,R&D,2,Bachelor's,Male,Other,36,1,2
7649,Operations,16,Master's & above,Female,Other,40,1,11
1592,HR,7,Master's & above,Male,Sourcing,35,1,4
1810,Technology,15,Bachelor's,Male,Other,29,1,6
2899,Procurement,19,Bachelor's,Male,Other,33,1,4
7801,Sales & Marketing,26,Bachelor's,Male,Other,27,1,1
549,HR,2,,Female,Other,31,1,3
1931,Analytics,11,Bachelor's,Male,Other,32,1,5
3261,Operations,3,Bachelor's,Female,Other,28,1,5
4434,Sales & Marketing,2,Bachelor's,Female,Other,44,1,9
5398,HR,12,Bachelor's,Male,Other,35,1,5
6090,Operations,27,Master's & above,Male,Other,42,1,2
2574,Sales & Marketing,15,Bachelor's,Male,Other,26,1,4
3858,Legal,22,Bachelor's,Female,Other,31,1,1
9462,Sales & Marketing,34,Bachelor's,Male,Other,34,1,5
6232,HR,2,Bachelor's,Female,Other,52,1,11
8715,Operations,13,Bachelor's,Female,Sourcing,33,1,7
235,Procurement,23,Bachelor's,Female,Sourcing,29,1,1
1227,Sales & Marketing,7,Bachelor's,Male,Sourcing,44,1,17
1273,Operations,13,Bachelor's,Female,Other,32,1,9
249,Technology,2,Bachelor's,Female,Other,52,1,12
4353,Legal,25,Bachelor's,Male,Sourcing,32,1,4
4404,Sales & Marketing,7,Bachelor's,Male,Other,40,2,2
2535,Sales & Marketing,29,Bachelor's,Male,Sourcing,32,1,4
2307,R&D,22,Bachelor's,Male,Other,29,1,4
7830,Sales & Marketing,5,Bachelor's,Male,Other,32,1,8
8194,HR,7,Bachelor's,Female,Other,29,1,4
316,Operations,11,Bachelor's,Male,Other,30,1,6
1055,Analytics,2,Master's & above,Male,Other,36,2,7
3704,Legal,2,Bachelor's,Female,Other,52,1,5
8373,Procurement,2,Below Secondary,Male,Sourcing,20,1,1
2038,Sales & Marketing,2,Master's & above,Male,Referred,38,1,8
1490,Operations,2,Master's & above,Male,Other,57,1,16
5925,Operations,27,Bachelor's,Female,Other,32,1,4
5948,Analytics,15,Bachelor's,Male,Sourcing,40,1,4
2215,Operations,7,Master's & above,Male,Other,33,1,8
6634,Operations,22,Bachelor's,Male,Other,45,1,6
8994,Technology,22,Bachelor's,Male,Other,27,2,4
2052,Finance,15,Bachelor's,Male,Sourcing,27,1,3
2783,Operations,1,Bachelor's,Male,Other,37,1,9
3492,Technology,6,Bachelor's,Female,Sourcing,29,1,4
4555,Technology,7,Master's & above,Male,Sourcing,43,1,12
5589,Technology,13,Bachelor's,Female,Other,30,1,6
2024,Operations,31,Bachelor's,Male,Other,26,1,3
6510,Operations,2,Master's & above,Male,Sourcing,40,2,7
7177,Sales & Marketing,7,Bachelor's,Male,Sourcing,33,1,7
711,Sales & Marketing,21,Bachelor's,Female,Other,30,1,6
952,Technology,23,Master's & above,Male,Other,40,1,5
1875,Sales & Marketing,23,Bachelor's,Male,Other,31,2,4
441,Sales & Marketing,17,Bachelor's,Female,Sourcing,26,1,2
4876,Sales & Marketing,2,Bachelor's,Male,Referred,37,1,2
6906,Sales & Marketing,13,Bachelor's,Female,Sourcing,32,1,9
3240,Operations,22,Bachelor's,Male,Sourcing,28,1,4
8173,Sales & Marketing,27,Master's & above,Female,Other,36,1,2
893,Sales & Marketing,13,Bachelor's,Female,Other,37,1,10
4586,Operations,1,Master's & above,Female,Sourcing,31,2,6
5491,Sales & Marketing,22,Bachelor's,Male,Other,44,1,6
7621,Technology,31,Bachelor's,Female,Other,29,1,3
1026,Procurement,2,Master's & above,Male,Sourcing,51,1,3
1109,Operations,4,Bachelor's,Female,Sourcing,40,1,12
5932,Sales & Marketing,27,Bachelor's,Male,Other,47,1,16
8200,Sales & Marketing,2,Master's & above,Male,Sourcing,51,1,16
2074,Analytics,22,Master's & above,Female,Other,32,1,2
2951,Sales & Marketing,22,Bachelor's,Male,Other,25,0,1
4013,Sales & Marketing,15,Bachelor's,Male,Other,43,More than 3,5
8842,Sales & Marketing,16,,Male,Sourcing,31,1,4
7740,HR,31,Bachelor's,Male,Other,26,1,1
3041,Procurement,30,Bachelor's,Female,Sourcing,38,1,8
2214,Sales & Marketing,16,Bachelor's,Male,Other,56,1,7
1647,Technology,26,Bachelor's,Male,Other,33,1,4
4887,Sales & Marketing,22,Bachelor's,Male,Other,22,1,1
8746,Sales & Marketing,2,Bachelor's,Male,Sourcing,31,1,4
6915,Operations,31,Bachelor's,Male,Sourcing,28,1,2
427,Sales & Marketing,10,Master's & above,Male,Other,42,1,6
7684,Sales & Marketing,22,Bachelor's,Male,Other,37,3,11
980,Sales & Marketing,15,Master's & above,Male,Other,30,1,5
34,Technology,23,Master's & above,Male,Sourcing,38,1,5
2070,Sales & Marketing,15,Bachelor's,Male,Sourcing,37,1,3
6888,Sales & Marketing,22,Bachelor's,Male,Referred,28,1,3
5832,Sales & Marketing,15,Master's & above,Male,Sourcing,37,1,10
8035,Operations,23,Master's & above,Female,Other,57,1,6
8910,Technology,22,Bachelor's,Male,Other,37,1,7
4889,Sales & Marketing,13,Bachelor's,Male,Sourcing,28,1,1
5723,Procurement,31,Bachelor's,Male,Other,43,1,13
9507,Sales & Marketing,16,Master's & above,Male,Other,33,1,3
1744,HR,32,Bachelor's,Female,Sourcing,33,1,7
3006,Legal,13,Bachelor's,Male,Sourcing,35,1,7
5757,Analytics,3,Bachelor's,Male,Sourcing,30,1,3
44,Operations,16,Master's & above,Male,Other,38,2,5
6245,Procurement,19,Bachelor's,Female,Sourcing,33,1,7
8108,Procurement,2,Bachelor's,Male,Sourcing,29,1,2
8364,Procurement,4,Bachelor's,Female,Sourcing,35,1,6
3351,Procurement,2,Master's & above,Male,Other,47,1,2
4211,Sales & Marketing,2,Bachelor's,Male,Other,46,2,5
129,Analytics,21,Bachelor's,Male,Sourcing,26,1,1
3933,Sales & Marketing,28,Bachelor's,Male,Other,29,1,6
6216,Operations,16,Bachelor's,Male,Sourcing,30,1,1
2522,Operations,8,Bachelor's,Male,Sourcing,26,1,1
5785,Analytics,22,Bachelor's,Male,Sourcing,26,1,6
3368,Procurement,2,Bachelor's,Female,Other,27,1,2
8453,Sales & Marketing,7,,Male,Other,25,2,1
8737,Sales & Marketing,25,Master's & above,Male,Other,34,1,7
1023,Procurement,7,Master's & above,Male,Sourcing,35,1,7
3113,Operations,22,Master's & above,Female,Other,57,1,15
484,Procurement,26,Bachelor's,Female,Sourcing,33,1,7
3927,Sales & Marketing,4,Master's & above,Female,Other,39,1,7
8410,Analytics,22,Bachelor's,Male,Sourcing,26,1,2
3538,HR,2,Master's & above,Male,Sourcing,57,1,7
6454,Technology,2,Master's & above,Female,Other,34,1,7
7307,Operations,34,Bachelor's,Female,Other,26,1,1
7646,Operations,2,Bachelor's,Female,Sourcing,29,1,6
8987,Operations,22,Bachelor's,Male,Sourcing,39,1,5
7107,Operations,4,Master's & above,Male,Other,39,1,9
9553,Procurement,7,Master's & above,Female,Other,46,1,7
4832,Sales & Marketing,7,Bachelor's,Male,Other,38,1,10
6558,Sales & Marketing,29,Bachelor's,Male,Sourcing,24,1,2
1379,Sales & Marketing,12,Master's & above,Male,Other,38,1,6
2916,Sales & Marketing,15,Bachelor's,Male,Sourcing,39,1,8
3292,Technology,2,Bachelor's,Female,Sourcing,30,2,6
9397,Operations,15,Bachelor's,Male,Other,28,1,4
131,Finance,12,Bachelor's,Male,Other,29,1,6
3017,Technology,31,Bachelor's,Male,Other,34,2,2
3857,Technology,2,Bachelor's,Female,Referred,31,1,7
8133,Operations,2,Master's & above,Male,Other,48,1,7
2753,Sales & Marketing,7,Bachelor's,Male,Other,37,1,6
8509,Sales & Marketing,34,Master's & above,Male,Sourcing,37,1,7
8919,Procurement,7,Master's & above,Male,Other,35,2,4
1046,Sales & Marketing,28,Bachelor's,Male,Sourcing,25,1,1
2551,Sales & Marketing,7,Bachelor's,Male,Sourcing,42,1,11
7913,Sales & Marketing,23,Bachelor's,Male,Sourcing,35,1,7
8784,Operations,20,Master's & above,Male,Other,34,1,8
407,Operations,29,Bachelor's,Female,Other,38,1,5
8556,Sales & Marketing,2,Master's & above,Female,Other,42,More than 3,13
8777,Sales & Marketing,26,Master's & above,Male,Other,56,2,23
1813,Sales & Marketing,2,,Female,Other,60,1,13
321,Technology,19,Bachelor's,Male,Other,44,1,11
2706,Operations,2,Bachelor's,Male,Sourcing,36,1,6
5227,HR,16,Bachelor's,Male,Sourcing,25,1,2
8596,Operations,14,Master's & above,Male,Other,40,1,9
4269,Operations,22,Bachelor's,Male,Sourcing,27,1,4
2267,Technology,2,Bachelor's,Female,Other,42,1,13
433,Operations,2,Bachelor's,Female,Sourcing,38,1,8
8519,Technology,2,Bachelor's,Male,Other,22,1,1
225,Operations,28,Master's & above,Male,Other,36,1,5
1368,Procurement,11,Bachelor's,Male,Sourcing,43,1,7
4436,Sales & Marketing,28,Bachelor's,Male,Other,29,1,5
5959,Analytics,2,Bachelor's,Male,Sourcing,50,3,11
3071,Technology,13,Bachelor's,Female,Other,30,1,2
186,Technology,7,Bachelor's,Female,Sourcing,29,1,2
6927,Sales & Marketing,15,Bachelor's,Female,Sourcing,28,1,2
7238,Operations,2,Master's & above,Female,Other,56,1,19
1503,Sales & Marketing,25,Bachelor's,Male,Other,27,1,1
1933,HR,7,Bachelor's,Male,Sourcing,31,1,3
3537,Technology,7,Bachelor's,Male,Other,32,1,5
1603,HR,2,Bachelor's,Female,Sourcing,49,1,4
9979,Analytics,22,Bachelor's,Male,Referred,29,2,3
6055,Sales & Marketing,4,Bachelor's,Female,Other,28,1,3
7315,Sales & Marketing,7,Bachelor's,Male,Sourcing,28,More than 3,5
130,HR,7,Bachelor's,Female,Other,35,1,7
1291,Analytics,31,Bachelor's,Female,Sourcing,26,1,4
1334,Operations,22,Master's & above,Male,Sourcing,35,3,9
4656,Sales & Marketing,3,Bachelor's,Male,Other,41,1,8
5696,Finance,30,Bachelor's,Male,Other,29,1,2
8744,Procurement,2,Bachelor's,Male,Other,29,1,4
8707,Sales & Marketing,17,Bachelor's,Male,Other,38,1,5
3650,Operations,19,Bachelor's,Male,Other,32,1,6
2011,HR,20,Master's & above,Male,Sourcing,31,1,4
3269,Operations,15,Bachelor's,Male,Sourcing,30,1,4
7035,Operations,6,Bachelor's,Male,Other,29,1,6
8642,Operations,2,Bachelor's,Female,Other,39,1,9
400,R&D,22,Bachelor's,Female,Other,29,1,1
1448,Operations,2,Master's & above,Female,Other,52,1,24
4166,Sales & Marketing,17,Bachelor's,Male,Other,43,1,9
7771,Sales & Marketing,3,Bachelor's,Male,Other,27,1,3
8870,Sales & Marketing,8,Bachelor's,Male,Other,35,1,8
6029,Operations,2,Master's & above,Female,Sourcing,48,1,12
2612,Analytics,15,Bachelor's,Female,Other,26,1,2
5479,Technology,2,Bachelor's,Female,Sourcing,57,2,13
4978,Finance,8,Bachelor's,Male,Other,27,2,3
4024,Finance,31,Bachelor's,Male,Other,32,1,5
9171,Procurement,20,Bachelor's,Male,Other,34,1,7
9026,Legal,31,Bachelor's,Male,Sourcing,31,1,2
567,Sales & Marketing,11,,Male,Sourcing,23,1,2
2384,Technology,2,Bachelor's,Male,Sourcing,44,1,4
9106,Technology,16,Below Secondary,Female,Referred,23,1,1
6945,Procurement,5,Master's & above,Female,Other,35,1,8
616,Sales & Marketing,15,Master's & above,Male,Other,48,1,16
4048,Finance,2,Bachelor's,Female,Other,39,1,4
8115,HR,2,Master's & above,Male,Other,50,1,10
1480,Sales & Marketing,13,Bachelor's,Male,Other,53,1,12
5045,Technology,7,Bachelor's,Male,Other,30,3,1
6760,Sales & Marketing,2,Master's & above,Male,Sourcing,40,1,11
5515,Sales & Marketing,2,,Male,Other,49,1,5
3181,Operations,22,Master's & above,Male,Sourcing,55,1,5
8018,Analytics,2,Master's & above,Male,Other,59,3,25
1986,Operations,19,Bachelor's,Male,Sourcing,29,1,1
2383,Sales & Marketing,30,Master's & above,Male,Other,47,1,5
7145,Analytics,31,Bachelor's,Male,Other,42,1,2
8949,Technology,28,Bachelor's,Female,Other,29,1,3
9664,Sales & Marketing,1,Master's & above,Male,Other,38,1,10
2765,Technology,7,Bachelor's,Male,Sourcing,41,1,12
2363,Sales & Marketing,26,Bachelor's,Male,Sourcing,28,2,5
2180,Legal,22,Bachelor's,Male,Sourcing,29,1,1
734,Technology,5,Bachelor's,Male,Other,26,1,3
1989,Technology,19,Bachelor's,Male,Other,40,1,4
9172,Sales & Marketing,7,Master's & above,Male,Sourcing,31,2,4
9754,Operations,16,Bachelor's,Female,Other,26,2,1
7018,Sales & Marketing,27,Bachelor's,Female,Other,27,1,4
2642,HR,13,Bachelor's,Male,Sourcing,25,1,2
4170,Analytics,22,Bachelor's,Male,Sourcing,27,1,4
4209,Sales & Marketing,11,Bachelor's,Male,Sourcing,48,1,9
29,Operations,22,Master's & above,Male,Sourcing,39,2,10
6617,Legal,13,Bachelor's,Male,Other,31,1,4
6507,Sales & Marketing,29,Master's & above,Male,Sourcing,42,1,6
6439,Procurement,5,Bachelor's,Male,Sourcing,37,2,8
5094,Operations,22,Master's & above,Male,Other,47,1,4
6434,Sales & Marketing,15,Bachelor's,Male,Other,34,2,7
3012,Sales & Marketing,2,Master's & above,Male,Other,33,3,3
7038,Technology,2,Bachelor's,Female,Sourcing,35,1,10
1195,Operations,13,Master's & above,Female,Sourcing,33,1,6
4083,Operations,7,Bachelor's,Male,Sourcing,36,1,4
6233,R&D,26,Bachelor's,Male,Sourcing,41,More than 3,12
411,Sales & Marketing,14,,Male,Other,24,2,1
595,Sales & Marketing,9,Bachelor's,Male,Other,33,1,3
3512,Procurement,26,Bachelor's,Female,Other,29,1,1
8972,HR,22,Bachelor's,Female,Sourcing,27,1,4
2968,Sales & Marketing,7,Bachelor's,Female,Other,35,1,7
4315,Operations,8,Bachelor's,Female,Other,29,1,5
4202,Sales & Marketing,14,Bachelor's,Male,Other,41,1,6
5011,Analytics,16,Bachelor's,Male,Other,31,1,7
2325,Technology,2,Master's & above,Male,Sourcing,38,1,10
5497,Analytics,9,Master's & above,Male,Other,27,1,1
182,Procurement,7,Bachelor's,Male,Sourcing,36,1,7
736,Sales & Marketing,5,Master's & above,Male,Sourcing,43,2,13
5145,Operations,4,Master's & above,Male,Sourcing,35,2,9
5244,Analytics,4,Bachelor's,Female,Sourcing,29,1,3
2577,Analytics,22,Bachelor's,Male,Sourcing,29,1,6
3329,Legal,27,Bachelor's,Male,Other,26,1,1
4881,Sales & Marketing,16,Bachelor's,Male,Other,46,2,3
9247,Operations,23,Bachelor's,Female,Other,42,1,6
4475,Procurement,2,Master's & above,Male,Other,36,1,9
4988,Procurement,22,Master's & above,Female,Other,44,1,4
7125,Sales & Marketing,11,Master's & above,Male,Other,46,2,17
8439,Sales & Marketing,7,Bachelor's,Male,Sourcing,47,1,17
3902,Sales & Marketing,10,Master's & above,Male,Other,48,1,17
4485,Operations,10,Bachelor's,Male,Other,32,1,5
5984,HR,2,Bachelor's,Male,Other,41,1,3
4077,Sales & Marketing,16,Bachelor's,Male,Sourcing,32,1,6
7742,Sales & Marketing,13,Bachelor's,Male,Other,32,1,6
2316,Finance,20,Bachelor's,Male,Sourcing,28,1,4
2823,Procurement,17,Bachelor's,Male,Other,39,1,13
1356,R&D,22,Bachelor's,Male,Other,30,1,3
5513,Operations,17,Bachelor's,Male,Other,33,2,3
4975,Procurement,26,Bachelor's,Female,Other,31,1,3
8234,Sales & Marketing,2,,Male,Sourcing,23,2,1
609,Sales & Marketing,24,Bachelor's,Male,Sourcing,34,1,7
3264,Sales & Marketing,28,Bachelor's,Male,Sourcing,33,1,2
7733,Legal,2,Bachelor's,Male,Sourcing,27,1,1
5257,Operations,7,Master's & above,Female,Other,39,1,2
2477,Technology,22,Master's & above,Female,Sourcing,30,1,2
9018,Sales & Marketing,15,,Female,Other,37,1,3
9579,Sales & Marketing,26,Bachelor's,Male,Other,29,More than 3,6
9681,Sales & Marketing,13,Master's & above,Male,Sourcing,33,2,9
9450,Operations,15,Bachelor's,Male,Sourcing,35,1,4
5553,Operations,7,Master's & above,Male,Other,40,1,10
1698,Analytics,22,Bachelor's,Male,Other,30,3,3
4229,Operations,22,Bachelor's,Male,Other,31,1,6
8513,Technology,22,Master's & above,Male,Other,37,1,4
3241,Analytics,2,Bachelor's,Male,Other,37,1,10
5261,HR,2,Bachelor's,Male,Sourcing,36,1,9
8298,Sales & Marketing,2,Bachelor's,Male,Other,51,1,3
6806,Operations,32,Bachelor's,Female,Other,30,1,5
5425,Operations,2,Bachelor's,Female,Sourcing,27,1,4
3105,Operations,2,Bachelor's,Female,Other,37,1,5
2815,Analytics,2,Bachelor's,Male,Other,27,1,2
4084,Analytics,22,Bachelor's,Male,Other,30,2,1
8418,Operations,5,Master's & above,Male,Other,39,1,4
3588,Finance,11,Bachelor's,Male,Sourcing,36,1,5
3382,Procurement,2,Master's & above,Female,Referred,33,1,8
7505,Procurement,2,Bachelor's,Male,Sourcing,26,2,1
211,Sales & Marketing,22,Bachelor's,Female,Sourcing,32,1,8
1745,Legal,31,Bachelor's,Male,Other,33,1,5
3133,Analytics,22,,Male,Sourcing,26,3,2
1307,Finance,15,Bachelor's,Male,Other,29,1,6
4313,Technology,31,Master's & above,Male,Other,43,1,15
3123,Analytics,26,Bachelor's,Male,Other,27,1,1
2946,Sales & Marketing,7,Bachelor's,Male,Sourcing,37,3,5
5119,Sales & Marketing,22,,Male,Other,21,1,2
159,Operations,22,Bachelor's,Male,Other,29,3,3
3760,Finance,31,Bachelor's,Female,Other,26,1,4
1740,Sales & Marketing,30,Bachelor's,Male,Sourcing,28,1,5
2635,Sales & Marketing,13,Bachelor's,Male,Other,41,1,5
3656,Sales & Marketing,29,Master's & above,Male,Sourcing,47,1,17
7492,Finance,4,Master's & above,Male,Other,37,1,4
1756,Sales & Marketing,15,Bachelor's,Male,Other,36,2,9
7704,Operations,2,Master's & above,Female,Sourcing,38,1,7
5025,Operations,15,Master's & above,Male,Sourcing,38,1,3
6165,Sales & Marketing,31,Master's & above,Male,Sourcing,40,1,13
5560,Sales & Marketing,25,,Male,Other,26,1,4
6281,Sales & Marketing,13,Bachelor's,Male,Other,27,2,4
2817,Sales & Marketing,34,Bachelor's,Male,Other,29,2,6
2856,Operations,16,Bachelor's,Male,Other,27,1,2
1803,Operations,15,Master's & above,Male,Sourcing,50,1,6
8321,R&D,2,Master's & above,Male,Other,43,1,11
8807,Technology,14,Bachelor's,Female,Sourcing,45,1,7
9926,Operations,30,Bachelor's,Female,Sourcing,30,1,6
3434,Sales & Marketing,13,Bachelor's,Male,Other,45,1,3
5131,Technology,2,Bachelor's,Male,Other,28,1,1
6588,Analytics,15,Bachelor's,Male,Other,27,1,1
4530,Procurement,22,Bachelor's,Female,Sourcing,27,2,3
2838,Operations,22,Bachelor's,Male,Sourcing,45,1,7
8603,Sales & Marketing,26,Bachelor's,Male,Sourcing,44,1,13
3589,Technology,26,Bachelor's,Female,Sourcing,38,1,5
9229,Analytics,7,Master's & above,Male,Other,37,1,10
7014,HR,2,Bachelor's,Male,Sourcing,29,2,1
9983,Sales & Marketing,2,Bachelor's,Female,Sourcing,29,2,2
6004,Analytics,22,Bachelor's,Male,Other,28,1,1
8687,Procurement,30,Bachelor's,Female,Sourcing,30,1,8
3266,Operations,30,Master's & above,Female,Sourcing,44,1,11
5035,Operations,16,Master's & above,Male,Sourcing,41,1,10
3212,Sales & Marketing,12,Bachelor's,Female,Other,30,1,2
9059,HR,13,Bachelor's,Female,Sourcing,30,1,6
6335,Analytics,34,Bachelor's,Male,Other,32,1,7
6497,Operations,22,Bachelor's,Female,Sourcing,30,1,2
8224,Sales & Marketing,19,Bachelor's,Male,Other,41,1,16
8595,Procurement,2,Bachelor's,Female,Other,35,1,6
1147,Procurement,17,Bachelor's,Female,Sourcing,30,1,7
7110,Finance,22,Bachelor's,Male,Sourcing,23,1,2
9128,Analytics,29,Bachelor's,Male,Other,37,1,7
3302,Sales & Marketing,32,Bachelor's,Male,Other,28,1,4
9270,Technology,10,Bachelor's,Female,Sourcing,29,1,4
6826,Sales & Marketing,17,Master's & above,Male,Sourcing,38,1,10
4463,Sales & Marketing,6,Bachelor's,Female,Other,29,1,2
6821,Technology,13,Bachelor's,Female,Referred,33,1,4
4764,Finance,2,Below Secondary,Female,Sourcing,22,1,1
109,Sales & Marketing,31,Bachelor's,Male,Other,41,1,6
2095,Finance,22,Master's & above,Male,Sourcing,33,1,7
6669,Analytics,22,Master's & above,Male,Other,33,1,7
8070,Analytics,31,Bachelor's,Male,Other,45,2,15
8685,Sales & Marketing,15,,Female,Sourcing,29,1,7
6137,HR,20,Bachelor's,Female,Sourcing,30,1,3
459,Technology,7,Master's & above,Female,Referred,33,1,5
229,Sales & Marketing,2,Bachelor's,Female,Sourcing,42,1,12
313,Analytics,13,Bachelor's,Male,Sourcing,30,1,5
1295,Sales & Marketing,16,Bachelor's,Male,Other,32,3,5
8138,Operations,17,Bachelor's,Male,Sourcing,27,1,3
9183,Procurement,2,Master's & above,Male,Other,60,1,15
9878,HR,2,Bachelor's,Male,Other,55,2,14
9568,Sales & Marketing,15,Bachelor's,Female,Other,31,1,6
7426,Operations,11,Bachelor's,Male,Other,38,1,8
8208,Procurement,2,Below Secondary,Female,Other,23,1,2
3440,Sales & Marketing,28,Master's & above,Male,Other,35,1,2
7928,Sales & Marketing,31,Bachelor's,Male,Other,33,1,7
577,Sales & Marketing,19,Bachelor's,Male,Other,48,1,4
9224,Legal,7,Bachelor's,Male,Other,32,1,3
3713,Technology,22,Bachelor's,Male,Other,39,1,3
1135,Operations,8,Bachelor's,Male,Other,26,1,3
9166,Legal,22,Bachelor's,Male,Other,30,1,3
230,Procurement,16,Master's & above,Male,Other,33,1,6
4046,Operations,32,Bachelor's,Male,Sourcing,29,1,2
6133,Sales & Marketing,7,,Male,Other,27,1,2
9762,Sales & Marketing,23,Bachelor's,Male,Other,37,1,4
256,HR,2,Bachelor's,Female,Sourcing,32,1,9
535,HR,7,Master's & above,Female,Sourcing,37,1,2
6250,Legal,2,Bachelor's,Male,Sourcing,25,1,3
7560,Sales & Marketing,2,,Male,Sourcing,24,0,3
2821,Operations,26,Master's & above,Male,Sourcing,32,1,7
2491,Procurement,2,Bachelor's,Male,Sourcing,50,1,12
4149,Analytics,7,Bachelor's,Male,Other,30,2,5
7437,Sales & Marketing,28,Master's & above,Female,Other,30,1,5
2033,Operations,29,Bachelor's,Male,Other,38,1,2
1021,Sales & Marketing,23,Master's & above,Male,Other,50,1,18
8724,Operations,8,,Male,Other,29,1,2
3676,Sales & Marketing,2,Bachelor's,Female,Sourcing,54,1,12
7652,Sales & Marketing,7,Bachelor's,Male,Other,31,1,4
1736,HR,29,Bachelor's,Male,Other,31,1,7
6665,Finance,29,Bachelor's,Male,Sourcing,28,2,3
7834,Operations,13,Bachelor's,Male,Other,29,1,5
292,Analytics,25,Bachelor's,Male,Other,32,2,2
1832,Operations,19,Bachelor's,Male,Other,33,1,9
8845,HR,14,Bachelor's,Male,Sourcing,24,1,2
9563,Operations,15,Bachelor's,Male,Other,30,1,8
4163,Sales & Marketing,17,Master's & above,Male,Other,35,1,7
4722,Sales & Marketing,9,Master's & above,Male,Sourcing,38,1,4
5727,Analytics,13,Master's & above,Male,Other,33,1,5
6450,Sales & Marketing,2,Bachelor's,Male,Other,37,1,4
401,Operations,2,Master's & above,Male,Sourcing,36,1,3
7108,Procurement,26,Bachelor's,Male,Other,36,1,6
7970,Operations,2,Bachelor's,Male,Other,25,3,2
1644,Analytics,13,Bachelor's,Male,Other,26,1,4
9153,Operations,22,Bachelor's,Male,Other,47,1,5
6474,Sales & Marketing,29,Bachelor's,Female,Other,32,2,5
2160,Analytics,13,Master's & above,Male,Sourcing,36,1,4
959,Technology,26,Master's & above,Female,Other,36,1,4
2221,HR,22,Master's & above,Male,Sourcing,32,1,8
4225,Sales & Marketing,2,Bachelor's,Female,Sourcing,29,2,2
6180,Sales & Marketing,7,Master's & above,Female,Other,37,2,11
6527,Sales & Marketing,25,Bachelor's,Male,Sourcing,30,2,2
5724,Analytics,5,Bachelor's,Male,Other,29,1,3
919,Operations,34,Bachelor's,Male,Sourcing,32,1,4
3544,Finance,4,Master's & above,Female,Other,35,1,7
9357,Operations,2,Master's & above,Male,Sourcing,60,1,13
1614,Technology,26,Bachelor's,Female,Other,23,1,1
1804,Operations,22,Bachelor's,Male,Sourcing,49,1,6
7790,Procurement,15,Master's & above,Male,Sourcing,36,2,9
8809,Finance,2,Master's & above,Female,Other,44,1,5
6889,Sales & Marketing,11,Master's & above,Male,Other,33,2,8
