company,frequency,recency,monetary,low_hp,medium_hp,high_hp,sport_car,old_,medium_old,medium_new,new_,low_mileage,medium_low_mileage,medium_high_mileage,high_mileage,less_3k,_3k_6k_,_6k_10k_,_10k_15k_,_15k_,profit_per_car
OMK AUTO,3,1,3,4,1,0,0,3,2,0,0,1,4,0,0,5,0,0,0,0,294.8
Al Hafez,1,9,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,510.0
"AD Cars, Atdhe Gërlica",2,10,2,3,0,0,0,3,0,0,0,0,1,2,0,3,0,0,0,0,165.33333333333334
RM AUTOMOBILES,1,1,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,754.0
ALCOMA INTERNACIONAL 1984 SL,1,9,4,0,2,0,0,0,2,0,0,0,1,0,1,0,1,1,0,0,1165.0
ReTa Reinsch & Taschner GmbH,1,9,5,1,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,543.0
AVIS AUTOMOBILE SRL,3,3,7,0,9,0,0,0,4,5,0,0,9,0,0,0,5,3,0,1,956.0
RIBAFRAGOSO COMERCIO MANUTENÇÃO E REPARAÇÃO DE VEICULOS AUTOMOVEIS LDA,2,10,5,1,2,0,0,1,0,2,0,2,1,0,0,0,1,0,2,0,977.0
"Import, sprzedaż samochodów używanych Kamil Kozioł",2,6,3,2,2,0,0,3,1,0,0,0,2,2,0,2,2,0,0,0,367.0
Mai motors,1,7,7,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,2,-280.5
Autohaus Kerkau GmbH,1,10,5,0,2,0,0,0,0,2,1,2,0,0,0,0,0,0,1,1,-503.5
INFOCARS S.R.L.,1,10,7,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2,997.0
"Autohaus Avesta, Inh. Shahin Hadi Fashandi",8,3,10,9,29,9,1,18,24,6,0,18,23,6,1,2,21,20,5,0,373.8333333333333
AUTOMARKET DI/DES MUTSCHLECHNER ANTON,3,8,9,0,5,0,0,0,0,2,5,4,1,0,0,0,0,0,0,5,476.2
JGJ Góra Jan Góra,1,9,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,831.0
VIP-CARS Piotr Kobos,1,10,4,0,1,1,0,0,1,1,0,0,0,2,0,0,0,2,0,0,261.5
V8 AUTÓ KERESKEDELMI KFT,1,10,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,690.0
JIL CARS OOD,2,5,5,0,4,0,0,0,2,2,0,0,1,3,0,0,0,4,0,0,562.5
Deede Trans oü,1,10,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,262.0
Marcin Szymczyk MMCARS,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,430.0
X MATIK GROUP S.R.L.,2,8,8,0,3,1,0,0,1,3,1,1,2,0,1,0,0,0,0,4,1126.0
Tomáš Esterka,1,8,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,459.0
CARWIN KERESKEDELMI ÉS SZOLGÁLTATÓ kft,1,7,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,278.0
ASA PERFORMANCE AUTOMOBILE,1,10,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2922.0
"BK-Automobile, Inh. Burcu Kavgaci",6,2,9,4,17,1,1,1,14,8,2,0,14,8,1,1,2,11,7,2,999.1304347826087
"Autopark Rapen, Inh. Andreas Bieschke",2,9,4,2,1,0,0,0,2,1,0,1,2,0,0,1,1,1,0,0,450.0
AUTO RESTORE SL,1,10,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,885.0
Autohaus Hippeli e.K.,2,8,7,0,3,1,0,0,0,1,3,4,0,0,0,0,0,0,1,3,626.0
"Auto Zentrum Kiel, Inh. Mentor Zeqiri",1,9,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,399.0
Auto Boomsma,3,6,8,2,6,0,0,0,2,6,0,0,7,1,0,0,1,3,4,0,536.5
HOLMOT Kamil Motyl,1,9,3,0,2,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,272.0
SPRL ACM AUTO,1,10,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,658.0
AUTO SALLON MALTI SH.P.K.,2,8,4,2,1,0,0,0,1,2,0,0,0,3,0,1,1,1,0,0,689.3333333333334
GIOFRA S.R.L.,3,7,9,0,2,4,0,0,0,0,6,5,1,0,0,0,0,0,0,6,946.1666666666666
"Auto Bazyli, Inh. Alexander Bazyli",3,4,8,4,3,0,0,0,0,5,3,6,1,0,0,0,0,3,3,1,663.8571428571429
MARIUSZ MIERZEJEWSKI FIMA HANDLOWO - USŁUGOWA,1,10,6,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1255.0
"Cars by Zahn, Inh. Jurandir Dravanz Zahn",1,10,4,0,2,0,0,0,0,2,1,0,2,0,0,0,1,1,0,0,-902.5
Hans-Georg Kuhnert GmbH,3,7,7,3,3,0,0,0,0,4,4,4,2,0,0,0,0,1,5,0,1071.0
OGNICAR S.R.L.,3,5,9,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,137.4
"N.T.SH. ""AUTO BOKSHI""",1,7,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,198.0
SCRL Garage Ernest KREUSEN,1,8,6,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1014.0
Garage rmj,1,10,5,1,1,0,0,0,1,0,1,2,0,0,0,1,0,0,0,1,1116.5
SAMBENINI AUTO DI SAMBENINI THOMAS & C. S.A.S.,3,7,6,4,3,0,0,2,1,4,1,2,5,0,0,1,3,3,0,0,431.14285714285717
Hofmann Automobile GmbH,3,5,6,4,4,0,0,0,7,1,0,4,4,0,0,0,6,1,1,0,615.375
"Nisa Automobile, Inh. Said Farid Azimi",6,5,9,0,10,14,0,20,3,1,0,0,0,18,6,2,13,8,1,0,636.7083333333334
Z-tune Tomasz Szopa,1,6,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,259.0
GROUPE LECLUSE - PREMIUM AUTOMOBILES,2,9,9,0,1,2,0,0,0,0,3,3,0,0,0,0,0,0,0,3,1603.0
AUTOHANDEL TRIO KAMIL SŁOWIKOWSKI,2,7,4,0,4,0,0,3,1,0,0,0,0,0,4,2,0,2,0,0,393.75
Renault-Autohaus Moebes GmbH,1,10,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1193.0
"Wimmer Automobile, Inh. Peter Wimmer",1,9,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,707.0
SIEURIN ET CIE - AUTOPRO76,6,5,7,24,1,0,0,9,15,1,0,7,17,1,0,16,9,0,0,0,582.6
STAVROPOULOU EFREMIA NEKTARIOS,4,8,7,2,12,0,0,0,4,10,0,0,6,7,1,2,10,2,0,0,521.4285714285714
"Zipperer GmbH, Inh. Walter Zipperer",1,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1161.0
"Philipp Rosié Transporte, Inh. Philipp Rosié",1,7,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1070.0
TOP CARS GARAGE DI LORENZO PAVAN,1,3,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,472.0
Ghassan Hamoudeh,1,9,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,251.0
"AJW-Autoteile, Inh. Alexander Wörl",1,8,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,590.0
POLTAVA-SAD LLC,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,-457.0
West Garden Kft.,2,6,3,1,2,0,0,1,2,0,0,0,1,1,1,2,1,0,0,0,600.0
TORMÁNÉ PETRENCSIK RÓZSA E.V.,1,1,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1337.0
Autohaus Staller e.K.,1,10,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1332.0
SARL GARAGE BOCH,1,9,4,2,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,0,643.5
"Michał Gołąbek Mechanika Pojazdowa Auto-Handel ""BLACH -LAK""",1,5,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,203.0
Autohaus Stephan Kaden GmbH,1,10,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,728.0
CIPAUTOBBS S.R.L.,2,1,5,0,4,0,0,0,2,2,0,0,1,3,0,1,1,2,0,0,-470.5
RICARDO BRUNO SANTOS COMERCIO DE AUTOMOVEIS UNIPESSOAL LDA,1,10,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,637.0
Vezir Taskin,1,10,3,0,2,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,554.0
47 Di Vener Barbara,1,10,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,778.0
DAVID LOPEZ CORRALIZA,2,7,3,2,2,0,0,2,2,0,0,0,3,1,0,4,0,0,0,0,415.5
DEcars SIA,3,3,5,0,4,2,0,3,3,0,0,0,0,2,4,2,2,2,0,0,545.8333333333334
"Daskin Automobile, Inh. Mehmet Daskin",1,10,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-1589.0
SARL KIRA AUTOMOBILES,1,8,5,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,2,0,303.0
Autohaus Holzmann e.K.,7,1,10,6,25,7,2,7,9,20,8,7,30,1,1,1,9,18,8,3,-928.0512820512821
"Stamhuis Automotive, Joost Stamhuis",3,6,9,1,4,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,846.0
Garage Jacques,2,8,3,2,1,0,0,1,1,1,0,1,2,0,0,2,1,0,0,0,597.3333333333334
Salivan Facility s.r.o.,1,10,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,640.0
SARL GARAGE SANCHEZ,3,3,8,1,4,0,0,0,0,2,4,3,2,0,0,0,0,0,2,3,809.6
"Cleans Car, Inh. Nihat Özasan",1,6,3,0,2,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,818.5
"EUROCARMARKET, Phillipe Fenelon",3,8,7,0,2,3,1,2,3,0,0,0,4,1,0,0,0,1,3,1,740.2
GBT Cars Solution S.R.L.,2,3,5,0,3,0,0,1,0,2,0,0,0,3,0,0,1,0,2,0,762.6666666666666
Autohaus Fair Play GmbH,9,2,12,32,39,2,0,0,8,40,35,59,14,0,0,0,4,18,28,23,853.6027397260274
"AUTO - KOMIS ""CAMARO"" Waldemar Popielec",1,8,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-1090.0
FOURNARIDOU ARGYRO KON,2,9,5,4,0,0,0,0,0,4,1,0,4,0,0,0,3,1,0,0,481.5
FIRMA HANDLOWO-USŁUGOWA KAMIL KRZYWDA,1,10,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,260.0
TITANIUM SYSTEMY LAKIERNICZE DAMIAN WACH,2,7,2,2,1,0,0,0,3,0,0,0,0,2,1,3,0,0,0,0,262.0
CAROSSERIE GEILLER AUTOMOBILES,1,8,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1485.0
FAROUPOS EMMANOUIL PANAGIWTIS,3,6,7,6,3,0,0,0,0,9,0,2,5,2,0,0,4,5,0,0,279.55555555555554
Autohaus Fulda Krah & Enders GmbH,3,8,9,0,6,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,1258.1666666666667
AUTOHOUSE LA MANGA SL,2,7,4,2,1,0,0,0,3,0,0,0,2,1,0,0,3,0,0,0,467.3333333333333
TIMEX GROUP s.r.o.,3,6,5,0,6,0,0,1,5,0,0,0,0,6,0,0,3,3,0,0,333.1666666666667
DS AUTO ELIT EOOD,7,3,9,3,29,2,0,7,24,3,0,0,0,16,18,11,17,6,0,0,712.2647058823529
Adels Auto's,6,5,12,0,1,4,15,0,0,4,18,18,2,0,0,0,0,0,0,20,1590.85
PONTIGGIA CARS S.R.L.,2,9,6,0,2,1,0,1,0,0,2,2,0,1,0,1,0,0,0,2,-2651.3333333333335
Karel Smolík,2,2,6,0,3,1,0,0,1,3,0,0,0,4,0,0,0,2,2,0,806.0
Seb’Autos,1,7,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,188.0
M & S CARDOSO LDA,1,9,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
Auto garage hengelo,1,10,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,611.0
G L MOTORS LTD,1,8,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,362.0
"KFZ Handel Nika, Inh. Labinot Nika",1,8,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,791.0
J-SERWIS Jarosław Jaremek,1,7,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,495.0
Autohaus Stoltmann GmbH,2,10,9,0,3,1,0,0,0,0,4,4,0,0,0,0,0,0,0,4,1547.5
"UH CAR, s.r.o.",4,7,9,1,13,0,0,1,2,6,5,6,6,2,0,0,1,4,5,4,475.2857142857143
"SysBack Hungary Informatikai, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság",1,10,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,330.0
Marcel Němec,1,10,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,635.0
"Davo Car, s.r.o.",5,3,9,2,15,1,0,1,9,7,1,1,4,13,0,0,8,7,2,1,699.0555555555555
"Automobile Warnstedt, Inh. Jasmin Warnstedt",1,10,3,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,-1121.5
AUTOLAND d.o.o.,1,10,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1794.0
"Savic Automobile, Inh. Goran Savic",1,8,4,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,75.5
V.Pumputis I.V,2,10,3,0,3,0,0,3,0,0,0,0,0,1,2,2,1,0,0,0,407.3333333333333
DELIVERY ON TIME SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,1,10,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,216.0
"Tokoglu KFZ Handel und PKW Service, Inh. Serdar Tokoglu",1,6,4,1,1,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,747.5
Marjan Auto d.o.o.,1,9,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,344.0
"Joco Cash Automobile, Inh. Jozsef Makai",1,10,2,1,1,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,240.0
Mondial Auto,3,8,5,5,3,0,0,5,3,0,0,3,4,1,0,4,4,0,0,0,54.125
Autohandel Dawid Burzyński,1,9,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,240.0
AMINE BOULOUFA,1,8,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,676.0
FRANCISCO JAVIER PEREZ GALINDO,2,8,6,2,2,0,0,0,0,4,0,0,3,1,0,0,1,2,1,0,534.5
Autosallon LIMI SH.P.K.,1,8,3,1,1,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,785.5
"PEGA CAR, s.r.o",1,9,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,383.0
BVBA AUTOBEDRIJF NVD,2,9,11,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,4,2691.5
BPMOTORS 20 SL,3,6,9,0,2,3,1,0,0,3,4,3,2,0,0,0,0,0,1,4,1654.0
"Autohaus Zwicknagl, Inh. Rebekka Kolbeck",1,10,4,2,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,640.0
Josef Fischer GmbH,5,7,10,1,13,2,0,0,0,11,9,8,8,0,0,0,0,0,3,13,588.875
EURL SOFT AUTOMOBILES,8,7,10,10,32,3,0,3,21,21,0,21,23,1,0,4,8,17,12,4,504.77777777777777
Robert Radochoński Handel Samochodami Skup Sprzedaż Komis,4,5,9,1,13,0,0,0,10,4,0,0,6,8,0,0,4,6,4,0,742.9285714285714
Oellinger Enns Steyr GmbH & CoKG,1,9,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1108.0
Tihanyi Tóth Viktor E.V.,1,3,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,218.0
REIRIN AUTOMOBILE SRL,2,9,5,0,2,2,0,1,3,0,0,0,0,0,4,0,1,2,1,0,872.25
KFZ Förster,1,7,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,83.0
RIGOPOULOS CARS MONOPROSOPIKI ΙΚΕ ||RIGOPOULOS CARS,1,10,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,810.0
Autohaus am Boerdepark GmbH,1,8,4,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1061.0
Parpat-Automobile GmbH,3,8,5,2,3,0,0,0,1,4,1,2,3,0,0,0,1,4,0,0,331.4
AUTO-DINAMISMO DO SUL  COMERCIO DE AUTOMOVEIS UNIPESSOAL LDA,2,5,5,0,2,1,0,1,1,1,0,0,0,3,0,0,1,2,0,0,660.3333333333334
SAS AUTOMOBILES R.V.O.,1,10,6,0,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,2,950.0
YAREMKO BOHDAN VASYLOVYCH,1,8,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,246.0
TS HUNGÁRIA AUTO TRADE KERESKEDELMI KFT,3,8,7,1,7,1,0,1,5,3,0,0,2,7,0,1,2,4,2,0,702.4444444444445
"Efe Automobile Tuttlingen, Inh. Ferayi Öztürk",1,5,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,491.0
ELGOCAR LTD,1,10,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,387.0
"Glanzkönig, Inh. Suat Bal",2,9,5,4,0,0,0,0,1,3,0,2,1,1,0,1,1,2,0,0,605.5
Legmeer Automotive,4,4,9,2,2,4,3,0,4,5,2,3,7,1,0,0,0,0,6,5,1164.8181818181818
Garage gomes,1,9,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,505.0
AUTO PLAZA BUCURESTI S.R.L.,2,9,8,0,1,3,0,0,0,4,1,0,3,1,0,0,0,0,1,3,258.5
WAMICAR.COM GMBH,1,10,5,0,2,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,-306.5
Carma Car ApS,2,9,9,0,2,2,0,0,0,0,4,3,1,0,0,0,0,0,0,4,4149.5
Shayna Automobile Inh. Pajman Kanani,4,6,5,1,5,6,0,8,4,0,0,0,3,9,0,8,4,0,0,0,531.3333333333334
Jakob Lauff GmbH & Co. KG,1,10,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,695.0
AUTO-PARK RATH - DÜSSELDORF,2,9,6,2,1,0,0,0,0,2,1,2,1,0,0,0,0,0,2,2,1018.6666666666666
MASCIOLI TIZIANO,1,7,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,253.0
Autohaus Tobaben GmbH & Co. KG Stade,5,4,10,4,7,4,0,0,0,2,13,14,1,0,0,0,0,4,0,11,1515.7333333333333
"Yama Automobile, Inh. Walli Qareshi",3,5,4,5,2,0,0,4,3,0,0,1,5,1,0,5,2,0,0,0,325.57142857142856
GERGELY NORBERT E.V.,1,10,3,0,2,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,403.0
Benelux Cars SIA,3,7,7,1,4,4,0,2,5,2,0,0,1,4,4,0,5,4,0,0,471.22222222222223
Daco Autobedrijf,1,10,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,530.0
AUTO-MOBIL d.o.o.,1,6,3,0,2,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,643.5
Kaji auto,1,7,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,-3462.0
Petr Bošek,3,6,3,4,1,0,0,2,3,0,0,0,0,4,1,5,0,0,0,0,323.0
"Tabak Automobile, Inh. Deniz Tabak",2,7,4,0,3,1,0,3,1,0,0,0,0,3,1,2,2,0,0,0,68.25
FASHION CARS ROMA S.R.L.S. A SOCIO UNICO,2,10,5,0,3,0,0,0,1,2,0,1,1,1,0,1,0,0,2,0,427.3333333333333
EBVBA GARAGE TRADING,2,9,7,0,4,0,0,0,0,1,3,4,0,0,0,0,0,0,1,3,1058.25
BULKAR PETKOV EOOD,1,7,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,277.0
REVEN NASTJA - CENTER VOZIL d.o.o.,1,7,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,551.0
Mercedes-Benz Theo Bähr GmbH,1,10,7,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,524.5
H3 meine Autowerkstatt GmbH & Co. KG,2,3,6,0,4,0,0,0,0,4,0,0,4,0,0,0,0,2,1,1,845.25
COLOMBARA FABIO,1,10,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,412.0
PACO BRAVO AUTOMOCION SLL,1,10,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,908.0
SAS POMPOM VEHICULE,1,6,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,313.0
MCM COOL AUTO S.R.L.,1,7,3,0,2,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,563.5
"HS Autohändler, Inh. Haji Al Omar",3,6,5,3,2,0,0,2,2,1,0,0,5,0,0,3,0,1,1,0,818.4
BC LINE,2,7,9,0,0,0,3,0,0,2,3,3,0,0,0,0,0,0,0,3,2048.3333333333335
CLS Autos 44,3,8,9,0,0,0,5,0,0,1,5,5,0,0,0,0,0,0,0,5,1319.2
UAB ERVITRANS,2,1,7,0,2,0,1,0,0,1,3,1,0,2,0,0,0,0,1,2,861.3333333333334
LCH EXPERT SVS SRL,2,8,6,0,4,0,0,0,1,3,0,0,0,4,0,0,1,0,3,0,1303.5
GROUPE MARY - MARY AUTOMOBILES - LISIEUX - PEUGEOT,1,10,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,814.0
Pro Cars e.U.,1,9,5,0,1,1,0,0,0,2,1,0,1,1,0,0,0,0,1,1,-174.5
TSIODRAS PANAG ATHANASIOS,1,9,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1124.0
VRUBLEVYCH IVAN IVANOVYCH,1,10,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,247.0
H&C AUTO,1,7,3,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,-41.5
MPATAS PANAG ANASTASIOS,4,1,7,7,3,0,0,0,2,8,0,4,6,0,0,1,2,7,0,0,756.8
ASC Dessau GmbH,1,10,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,812.0
"A3 Bus & Nutzfahrzeughandel, Inh. Muhamed Bastürk",3,4,5,3,2,0,0,1,4,0,0,0,1,4,0,2,2,0,1,0,604.6
AUTOHAUS ORNIG GMBH. & CO.KG,1,9,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,930.0
MV MEDIA LTD,3,5,10,0,1,5,1,0,1,4,2,1,0,2,4,0,0,0,2,5,1544.0
Adrian Łoha Blumix,1,10,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,240.0
V.O.F. GARAGE WENS,1,8,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,775.0
Oliver-Car Kft.,1,4,2,2,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,603.5
MOTORKOMPAGNIET APS,1,10,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2154.0
AUTOMOCION RAMIREZ S.COOP,3,8,5,0,9,0,0,3,6,0,0,0,0,6,3,5,3,1,0,0,503.0
HORIZON PRESTIGE,3,7,5,1,3,0,1,1,4,0,0,1,3,1,0,0,3,2,0,0,434.6
"UAB ""Tautvista""",1,7,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,544.0
"Paraponiaris, Elefterios",4,3,8,5,8,0,0,0,8,5,0,1,12,0,0,0,5,8,0,0,397.38461538461536
"Sorce, Calogero",3,8,3,6,0,0,0,2,4,0,0,0,6,0,0,6,0,0,0,0,352.6666666666667
SPRL MECANORAMA,1,10,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,132.0
MX DRIVE AUTO SALES S.R.L.,2,6,6,0,3,1,0,0,2,1,1,0,1,1,2,1,0,1,1,1,827.5
MestAir Korlátolt Felelősségű Társaság,1,9,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,454.0
MP AUTO TRGOVINA,3,3,8,0,8,0,0,0,0,8,2,0,8,0,0,0,0,4,1,3,577.75
"Kfz-Hetzenecker, Inh. Robert Hetzenecker",1,10,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,332.0
Ungvari Auto Kft,2,3,5,0,4,0,0,0,3,1,0,0,0,4,0,0,1,3,0,0,838.0
Hard Driver Transport,1,10,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,335.0
OBVIOUSPANORAMA - LDA,1,7,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-8905.0
PHU Maciej Siudziński,1,9,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,463.0
MANFRED GUBENSCHEK,1,10,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,419.0
SARL TH AUTOMOBILES,4,1,9,0,2,4,5,2,4,5,0,1,10,0,0,0,0,2,3,6,1209.2727272727273
"M.T.Automobile, Inh. Mürsel Türkyilmaz",2,8,5,1,3,0,0,2,2,0,0,0,3,0,1,1,0,2,1,0,695.75
SIA RKG Group,4,9,6,0,8,5,0,6,7,0,0,0,0,2,11,6,7,0,0,0,246.76923076923077
SARL CARS,1,9,4,0,2,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,581.0
SPASIĆ CARS D.O.O.,1,4,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-476.0
Detroit-Car Kft,1,5,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,357.0
AUTOVAR JOAQUIM FERNANDES COSTA LDA,2,9,7,3,1,0,0,0,0,0,4,4,0,0,0,0,0,1,0,3,465.25
KOVÁCS ZSOLT E.V.,1,9,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,240.0
DIMITRIOS KEHAGIAS E.E.,3,1,7,6,1,0,0,0,0,7,0,0,7,0,0,0,2,4,1,0,853.0
"S.A.M autohandel und export, Inh. Said Abou Musleh",4,7,3,7,3,0,0,9,1,0,0,6,4,0,0,10,0,0,0,0,285.6
Cars4You Emine Cakmak,4,3,9,1,7,3,1,1,3,8,0,1,8,3,0,1,0,3,4,4,96.41666666666667
"Roozen Auto's, Paul Roozen",1,8,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,790.0
MAK OCASION SL,1,10,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1256.0
JUST-CAR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1,6,2,0,2,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,277.0
Car - Garage Kft.,3,4,5,2,4,0,1,7,0,0,0,0,4,3,0,4,2,1,0,0,483.14285714285717
