stock_number,retail_country,rating_scale,rates,make,model,mileage_cluster,mileage,horsepower,built_year,esp,fueltype,geartype,body_type
NU84052,IT,4,4- A little high,Smart,fortwo,10-20k,17545,70,2019,16999.0,Benzin,duplex,Coupe
SS96267,IT,5,5- Too high,BMW,X2,30-40k,30832,150,2018,29099.0,Diesel,Gear type automatic,SUV
ZE94015,BE,4,4- A little high,Volkswagen,Golf VII,100k+,111316,110,2018,13799.0,Benzin,Gear type manual,Kombi
UV52907,IT,5,5- Too high,Mercedes-Benz,A-Klasse,100k+,120417,115,2018,24999.0,Diesel,Gear type automatic,Limousine
UM18662,BE,1,1- Very Good,Opel,Adam,100k+,107599,70,2013,7302.0,Benzin,Gear type manual,Limousine
RL46211,IT,4,4- A little high,BMW,X1,60-70k,68903,115,2019,20999.0,Diesel,Gear type manual,SUV
ZG21969,IT,3,3- Appropriate,Volkswagen,Golf VII,100k+,119729,115,2017,16799.0,Diesel,duplex,Limousine
UG03260,DE,4,4- A little high,Suzuki,Jimny,50-60k,59037,85,2017,19690.0,Benzin,Gear type automatic,SUV
NT32002,DE,4,4- A little high,Land Rover,Discovery Sport,100k+,118602,150,2016,16758.0,Diesel,Gear type manual,SUV
JT13394,DE,3,3- Appropriate,Volkswagen,Golf VII,80-90k,83318,115,2018,17990.0,Diesel,Gear type automatic,Kombi
PM37373,DE,4,4- A little high,Fiat,500C,20-30k,22206,69,2019,16990.0,Benzin,Gear type automatic,Cabrio
DY19528,DE,1,1- Very Good,Mercedes-Benz,C-Klasse,90-100k,91075,155,2014,19890.0,Benzin,Gear type automatic,Limousine
MN83938,PL,4,4- A little high,BMW,X3,100k+,162448,185,2012,14492.0,Diesel,Gear type automatic,SUV
NM62783,DE,2,2- Good,Volkswagen,Passat,60-70k,66674,125,2015,16255.0,Benzin,Gear type manual,Limousine
DR77392,DE,4,4- A little high,Renault,Twingo,10-20k,18514,70,2018,9490.0,Benzin,Gear type manual,Limousine
CJ24572,DE,4,4- A little high,Volkswagen,Polo,100k+,102873,90,2015,10485.0,Benzin,Gear type manual,Limousine
UG64267,IT,5,5- Too high,Volkswagen,Golf VII,10-20k,15628,140,2013,14999.0,Benzin,Gear type manual,Limousine
EZ41845,BE,1,1- Very Good,Fiat,500X,100k+,110575,110,2018,12399.0,Benzin,Gear type manual,SUV
FP43908,DE,4,4- A little high,Dacia,Duster II,30-40k,32534,125,2018,17690.0,Benzin,Gear type manual,SUV
PS03493,IT,1,1- Very Good,Mercedes-Benz,A-Klasse,60-70k,61499,122,2017,18599.0,Benzin,Gear type manual,Limousine
MN36359,DE,4,4- A little high,Toyota,AYGO,10-20k,18474,70,2018,9980.0,Benzin,Gear type manual,Limousine
DV41736,IT,4,4- A little high,Fiat,500L,100k+,118894,85,2014,9699.0,Diesel,Gear type manual,Van
GR39822,DE,5,5- Too high,BMW,X4,90-100k,97684,258,2016,32490.0,Diesel,Gear type automatic,SUV
ZW67058,DE,1,1- Very Good,Land Rover,Evoque,70-80k,77491,180,2016,30990.0,Diesel,Gear type automatic,SUV
DB55576,DE,5,5- Too high,Audi,A1 citycarver,10-20k,17016,150,2020,24990.0,Benzin,Gear type manual,Limousine
TK06829,IT,4,4- A little high,Kia,Sportage,50-60k,50932,116,2018,21299.0,Diesel,Gear type manual,SUV
VV51020,DE,5,5- Too high,Audi,A4 Allroad,90-100k,92877,163,2017,24150.0,Diesel,Gear type automatic,Kombi
AG09114,IT,2,2- Good,Audi,Q5,90-100k,90398,190,2015,23999.0,Diesel,duplex,SUV
DP77314,PL,3,3- Appropriate,BMW,5er,80-90k,84158,190,2018,25804.0,Diesel,Gear type automatic,Kombi
LL65245,DE,4,4- A little high,Mercedes-Benz,GLB-Klasse,10-20k,12791,163,2022,41490.0,Benzin,Gear type automatic,SUV
NE54441,DE,5,5- Too high,Ford,Kuga,40-50k,45374,120,2019,17690.0,Benzin,Gear type manual,SUV
MN19592,DE,4,4- A little high,Skoda,Citigo,80-90k,84021,60,2014,6590.0,Benzin,Gear type manual,Limousine
UR21173,DE,5,5- Too high,BMW,5er,50-60k,58284,265,2018,35696.0,Diesel,Gear type automatic,Kombi
JL04194,DE,3,3- Appropriate,Skoda,Kamiq,40-50k,42282,116,2020,23560.0,Benzin,Gear type automatic,SUV
VN93631,AT,5,5- Too high,Hyundai,i20,70-80k,79089,85,2014,8390.0,Benzin,Gear type manual,Limousine
EB03307,AT,2,2- Good,Seat,Ibiza,100k+,111463,90,2015,9990.0,Benzin,Gear type manual,Kombi
SP66637,DE,5,5- Too high,Mercedes-Benz,CLA-Klasse,40-50k,46787,122,2018,24990.0,Benzin,Gear type automatic,Limousine
BC98728,PL,4,4- A little high,Hyundai,Kona,100k+,117604,120,2017,14111.0,Benzin,Gear type manual,SUV
CW48061,DE,5,5- Too high,Suzuki,Swift,20-30k,21148,83,2021,17750.0,Benzin,Gear type automatic,Limousine
US72366,DE,5,5- Too high,BMW,X2,20-30k,29256,306,2020,36990.0,Benzin,Gear type automatic,SUV
TA48241,DE,5,5- Too high,Volkswagen,T6 Multivan,60-70k,66172,205,2018,44826.0,Diesel,Gear type automatic,Bus
ST64091,PL,5,5- Too high,Alfa Romeo,Giulietta,100k+,106722,120,2015,10514.0,Benzin,Gear type manual,Limousine
CZ33040,DE,4,4- A little high,Renault,Captur,80-90k,83091,150,2018,16655.0,Benzin,duplex,SUV
JB15443,IT,2,2- Good,Mercedes-Benz,GLA-Klasse,40-50k,46471,122,2019,23299.0,Benzin,Gear type manual,SUV
MF04364,BE,1,1- Very Good,Skoda,Kamiq,20-30k,20407,150,2020,25699.0,Benzin,Gear type automatic,SUV
YG23418,IT,3,3- Appropriate,Ford,Fiesta,100k+,105125,80,2012,7499.0,Benzin,Gear type manual,Limousine
MU98566,DE,4,4- A little high,BMW,2er,50-60k,59115,192,2016,19292.0,Benzin,Gear type manual,Van
KK30788,BE,5,5- Too high,Citroen,C4 Grand Spacetourer,100k+,125841,131,2019,16799.0,Diesel,Gear type manual,Van
SH99060,DE,4,4- A little high,BMW,2er,30-40k,33900,135,2017,18424.0,Benzin,Gear type manual,Van
PW27467,DE,1,1- Very Good,Opel,Insignia,40-50k,46853,210,2018,24980.0,Diesel,Gear type automatic,Limousine
NX10947,PL,4,4- A little high,Fiat,Tipo,100k+,122865,95,2016,8726.0,Benzin,Gear type manual,Limousine
CG15861,DE,4,4- A little high,Ford,Fiesta,50-60k,50027,85,2018,12750.0,Benzin,Gear type manual,Limousine
WB82543,IT,2,2- Good,Audi,A6,80-90k,80476,190,2017,26099.0,Diesel,duplex,Kombi
HD53654,DE,4,4- A little high,Volkswagen,Touran,100k+,116019,150,2016,20493.0,Benzin,Gear type automatic,Van
JA30058,DE,3,3- Appropriate,Volkswagen,Passat,70-80k,71428,120,2017,17673.0,Diesel,Gear type manual,Kombi
WY17794,DE,2,2- Good,Skoda,Octavia,0-10k,9726,220,2016,22590.0,Benzin,Gear type manual,Kombi
MC54796,DE,3,3- Appropriate,Kia,pro_cee'd,50-60k,58979,205,2019,25043.0,Benzin,Gear type automatic,Coupe
GU82444,PL,2,2- Good,Opel,Mokka X,100k+,173370,110,2017,12627.0,Diesel,Gear type manual,SUV
TX33598,DE,4,4- A little high,Mercedes-Benz,GLB-Klasse,60-70k,60627,150,2020,38290.0,Diesel,Gear type automatic,SUV
HC37854,DE,4,4- A little high,BMW,2er,70-80k,79977,150,2018,22285.0,Diesel,Gear type manual,Cabrio
FA41442,DE,2,2- Good,Volkswagen,Polo,40-50k,42749,65,2019,15208.0,Benzin,Gear type manual,Limousine
BH60950,DE,4,4- A little high,Cupra,Ateca,40-50k,43827,300,2019,33690.0,Benzin,Gear type automatic,SUV
BJ92329,IT,4,4- A little high,Abarth,500,80-90k,85497,140,2014,13199.0,Benzin,Semi-automatic,Limousine
VZ64679,IT,3,3- Appropriate,Renault,Megane,100k+,105712,110,2017,13399.0,Diesel,duplex,Kombi
VZ71462,AT,2,2- Good,Audi,A1,60-70k,63938,122,2013,15090.0,Benzin,duplex,Limousine
LL31971,DE,5,5- Too high,Audi,Q5,60-70k,60484,190,2018,36990.0,Diesel,Gear type automatic,SUV
BR85084,DE,5,5- Too high,Skoda,Fabia,40-50k,41639,60,2017,10556.0,Benzin,Gear type manual,Limousine
FE54996,DE,4,4- A little high,Mercedes-Benz,GLA-Klasse,30-40k,37781,122,2018,26820.0,Benzin,Gear type automatic,SUV
GJ62615,DE,5,5- Too high,Volkswagen,Tiguan Allspace,30-40k,39436,220,2018,34778.0,Benzin,Gear type automatic,SUV
TT00829,DE,4,4- A little high,Audi,A3 Limousine,90-100k,97186,150,2017,20607.0,Diesel,Gear type manual,Limousine
UJ91663,DE,1,1- Very Good,Audi,A5 Sportback,80-90k,82038,177,2016,20490.0,Benzin,Gear type manual,Kombi
ZT84106,IT,2,2- Good,Toyota,Yaris,20-30k,24029,70,2014,9799.0,Benzin,Gear type manual,Limousine
ZL00216,IT,4,4- A little high,Opel,Corsa,30-40k,33173,101,2020,14999.0,Benzin,Gear type manual,Limousine
ZE74088,DE,5,5- Too high,Mercedes-Benz,A-Klasse,80-90k,89151,122,2015,17190.0,Benzin,Gear type manual,Limousine
RH56717,AT,3,3- Appropriate,Volvo,V 90,60-70k,69477,190,2017,31290.0,Diesel,Gear type automatic,Kombi
NF04491,PL,4,4- A little high,Kia,Sportage,80-90k,85572,132,2016,16674.0,Benzin,Gear type manual,SUV
VA11924,BE,2,2- Good,Jeep,Compass,100k+,108171,140,2019,20600.0,Diesel,Gear type automatic,SUV
DD30883,DE,5,5- Too high,Mercedes-Benz,C-Klasse,60-70k,65500,185,2016,27749.0,Benzin,Gear type automatic,Limousine
UW43659,DE,2,2- Good,Jeep,Compass,10-20k,18718,140,2019,21990.0,Benzin,Gear type manual,SUV
CN66978,BE,2,2- Good,Renault,Arkana,60-70k,65834,143,2021,26350.0,Hybrid,Gear type automatic,SUV
DL21682,DE,2,2- Good,Seat,Leon,100k+,101495,150,2015,16380.0,Benzin,Gear type automatic,Kombi
SL78547,PL,1,1- Very Good,Volvo,V 40,100k+,142966,120,2016,13164.0,Diesel,Gear type manual,Limousine
PX25508,DE,5,5- Too high,Audi,A3,80-90k,84261,125,2015,15910.0,Benzin,Gear type manual,Limousine
YU61971,DE,1,1- Very Good,Fiat,500L,20-30k,24519,95,2018,15702.0,Benzin,Gear type manual,Van
RL86938,DE,5,5- Too high,Ford,Galaxy,50-60k,50491,190,2018,29999.0,Diesel,Gear type automatic,Van
BB55939,IT,4,4- A little high,Mercedes-Benz,A-Klasse,100k+,137372,110,2013,11999.0,Diesel,Gear type manual,Limousine
ES21030,IT,4,4- A little high,Fiat,Panda,20-30k,23356,70,2017,9999.0,Benzin,Gear type manual,Limousine
VM38235,DE,4,4- A little high,Volkswagen,Sharan,100k+,110730,177,2015,23580.0,Diesel,Gear type automatic,Van
CH23464,DE,4,4- A little high,BMW,4er,70-80k,75075,313,2019,36690.0,Diesel,Gear type automatic,Coupe
XY41506,IT,4,4- A little high,Mercedes-Benz,E-Klasse,100k+,129118,195,2017,25699.0,Diesel,Gear type automatic,Kombi
UJ70843,IT,4,4- A little high,Jeep,Compass,50-60k,54910,140,2019,24999.0,Diesel,Gear type automatic,SUV
BY41676,DE,5,5- Too high,Mazda,3,60-70k,65614,120,2017,15896.0,Benzin,Gear type manual,Limousine
MM09260,IT,4,4- A little high,Mercedes-Benz,C-Klasse,100k+,122024,122,2019,21299.0,Diesel,Gear type automatic,Kombi
MW34226,PL,3,3- Appropriate,Skoda,Rapid,100k+,131969,95,2018,10724.0,Benzin,Gear type manual,Limousine
VR18969,DE,3,3- Appropriate,MG,EHS,10-20k,12632,286,2022,27292.0,Hybrid,Gear type automatic,SUV
ZH19362,DE,4,4- A little high,Volkswagen,Beetle,70-80k,79819,105,2014,13250.0,Diesel,Gear type manual,Limousine
CV04906,PL,4,4- A little high,Jeep,Compass,100k+,105943,140,2018,17321.0,Benzin,Gear type manual,SUV
RD12951,DE,3,3- Appropriate,Peugeot,2008,60-70k,68893,92,2014,12684.0,Diesel,Gear type automatic,SUV
FN39246,DE,2,2- Good,Kia,cee'd,30-40k,33169,204,2019,27041.0,Benzin,Gear type automatic,Kombi
KM48704,DE,4,4- A little high,Skoda,Octavia,70-80k,74294,185,2018,22390.0,Diesel,Gear type manual,Kombi
HR15144,AT,4,4- A little high,Volkswagen,Tiguan,90-100k,93186,190,2017,28890.0,Diesel,duplex,SUV
WY17794,DE,2,2- Good,Skoda,Octavia,0-10k,9726,220,2016,22590.0,Benzin,Gear type manual,Kombi
ND02581,DE,2,2- Good,Fiat,Tipo,50-60k,52796,95,2018,12484.0,Benzin,Gear type manual,Kombi
WC12558,IT,2,2- Good,Ford,Fiesta,60-70k,63611,75,2014,9799.0,Diesel,Gear type manual,Limousine
PC60420,IT,4,4- A little high,Fiat,Tipo,20-30k,23411,131,2022,23999.0,Hybrid,duplex,Limousine
BX87288,DE,4,4- A little high,Hyundai,i30,30-40k,34746,275,2019,25790.0,Benzin,Gear type manual,Limousine
CN22593,AT,5,5- Too high,BMW,2er,60-70k,62695,150,2018,24790.0,Diesel,Gear type automatic,Van
CN22593,AT,5,5- Too high,BMW,2er,60-70k,62695,150,2018,24790.0,Diesel,Gear type automatic,Van
TY79099,DE,4,4- A little high,Mercedes-Benz,E-Klasse,70-80k,72678,258,2019,36770.0,Benzin,Gear type automatic,Kombi
VW99284,IT,2,2- Good,Smart,fortwo,50-60k,53789,70,2016,12199.0,Benzin,duplex,Coupe
FP13234,DE,3,3- Appropriate,Alfa Romeo,Stelvio,60-70k,68088,280,2017,29490.0,Benzin,Gear type automatic,
HJ35069,DE,5,5- Too high,Dacia,Duster II,70-80k,74198,115,2018,15690.0,Benzin,Gear type manual,SUV
GA71017,DE,4,4- A little high,Jaguar,F-Pace,80-90k,85295,180,2017,27990.0,Diesel,Gear type automatic,SUV
PT50030,DE,5,5- Too high,Toyota,Yaris,30-40k,39360,75,2018,17763.0,Hybrid,Gear type automatic,Limousine
FB58696,PL,3,3- Appropriate,Renault,Scenic,80-90k,86992,140,2018,15604.0,Benzin,Gear type manual,Van
XZ38393,DE,4,4- A little high,BMW,1er,90-100k,93323,102,2014,10990.0,Benzin,Gear type manual,Limousine
PK00270,DE,5,5- Too high,Audi,A6,40-50k,44107,150,2017,26990.0,Diesel,duplex,Kombi
AN44969,IT,4,4- A little high,Citroen,C3,70-80k,79260,82,2017,11899.0,Benzin,Gear type manual,Limousine
BD75480,IT,2,2- Good,Citroen,C3,10-20k,10684,110,2021,18699.0,Benzin,Gear type automatic,Limousine
AL28838,DE,4,4- A little high,Peugeot,Expert,60-70k,68113,180,2020,39490.0,Diesel,Gear type automatic,Bus
HJ30871,PL,4,4- A little high,BMW,X1,100k+,161715,143,2013,10734.0,Diesel,Gear type manual,SUV
JY57712,DE,4,4- A little high,Nissan,Qashqai,40-50k,49234,158,2020,25554.0,Benzin,Gear type automatic,SUV
VM91750,DE,4,4- A little high,Volkswagen,Tiguan,100k+,105237,140,2015,16590.0,Diesel,Gear type automatic,SUV
PE05720,DE,5,5- Too high,Opel,Insignia,80-90k,82644,165,2017,18950.0,Benzin,Gear type automatic,Kombi
LD33926,PL,4,4- A little high,Mitsubishi,ASX,100k+,160936,117,2015,11162.0,Benzin,Gear type manual,SUV
CH88045,DE,5,5- Too high,Kia,Picanto,50-60k,55749,70,2014,8924.0,Benzin,Gear type manual,Limousine
JZ85089,DE,4,4- A little high,Mercedes-Benz,GLC-Klasse,50-60k,56426,210,2018,37580.0,Benzin,Gear type automatic,SUV
NL17161,IT,3,3- Appropriate,Toyota,RAV 4,90-100k,91222,197,2018,22299.0,Hybrid,Gear type automatic,SUV
WX47557,DE,4,4- A little high,Renault,Kadjar,30-40k,30903,140,2018,20853.0,Benzin,Gear type automatic,SUV
DF23226,IT,4,4- A little high,Alfa Romeo,Giulietta,90-100k,90466,105,2013,9799.0,Diesel,Gear type manual,Limousine
SJ95125,PL,2,2- Good,Peugeot,2008,100k+,138025,110,2016,11782.0,Benzin,Gear type automatic,SUV
DK67176,PL,4,4- A little high,Volvo,XC 60,80-90k,83389,190,2020,32823.0,Diesel,Gear type automatic,SUV
HL83901,IT,3,3- Appropriate,BMW,3er,50-60k,53087,150,2019,22999.0,Diesel,Gear type automatic,Kombi
NC97010,DE,5,5- Too high,Hyundai,Tucson,50-60k,55520,132,2016,16490.0,Benzin,Gear type manual,SUV
ND49514,DE,1,1- Very Good,Volkswagen,up!,90-100k,95851,60,2017,7990.0,Benzin,Gear type manual,Limousine
AW33181,PL,2,2- Good,Mercedes-Benz,A-Klasse,60-70k,60973,136,2018,20168.0,Benzin,Gear type manual,Limousine
BP02277,IT,1,1- Very Good,Mercedes-Benz,CLA-Klasse,100k+,129352,163,2019,29999.0,Benzin,duplex,Limousine
MK53290,DE,4,4- A little high,Mitsubishi,Eclipse Cross,90-100k,96957,163,2018,18980.0,Benzin,Gear type automatic,SUV
UU02234,PL,3,3- Appropriate,Ford,Kuga,100k+,134419,150,2018,17017.0,Benzin,Gear type manual,SUV
PE88803,DE,3,3- Appropriate,Seat,Tarraco,60-70k,61971,150,2019,30990.0,Diesel,Gear type automatic,SUV
HS56749,DE,4,4- A little high,BMW,3er,20-30k,20526,252,2020,40007.0,Hybrid,Gear type automatic,Limousine
KH23921,PL,4,4- A little high,Toyota,C-HR,100k+,162854,122,2018,18173.0,Hybrid,Gear type automatic,SUV
CB63942,BE,4,4- A little high,Renault,Clio,70-80k,73566,75,2013,6450.0,Benzin,Gear type manual,Limousine
TX33598,DE,4,4- A little high,Mercedes-Benz,GLB-Klasse,60-70k,60627,150,2020,38290.0,Diesel,Gear type automatic,SUV
KR23941,PL,5,5- Too high,Volvo,V 40,100k+,115465,120,2017,13378.0,Diesel,Gear type manual,Limousine
NK00945,AT,4,4- A little high,Skoda,Fabia,100k+,114822,85,2014,7290.0,Benzin,Gear type manual,Kombi
UE56375,DE,5,5- Too high,Volkswagen,Tiguan Allspace,70-80k,78465,190,2019,34410.0,Diesel,Gear type automatic,SUV
KT57294,DE,4,4- A little high,Skoda,Rapid,70-80k,70183,105,2014,10419.0,Benzin,Gear type manual,Limousine
WK82969,DE,5,5- Too high,Jeep,Grand Cherokee,90-100k,93578,250,2017,32990.0,Diesel,Gear type automatic,SUV
TV88228,BE,5,5- Too high,Opel,Astra K,20-30k,28440,110,2019,14750.0,Benzin,Gear type manual,Limousine
XV01192,PL,4,4- A little high,Peugeot,Partner,100k+,181993,98,2016,9979.0,Benzin,Gear type manual,Kombi
RN55507,IT,3,3- Appropriate,Mazda,CX-5,100k+,117131,150,2015,11299.0,Diesel,Gear type manual,SUV
SM50814,DE,2,2- Good,Opel,Mokka X,70-80k,76981,140,2017,17390.0,Benzin,Gear type automatic,SUV
AG09114,IT,1,1- Very Good,Audi,Q5,90-100k,90398,190,2015,23999.0,Diesel,duplex,SUV
ML07427,IT,4,4- A little high,Mercedes-Benz,GLA-Klasse,80-90k,80323,135,2019,24599.0,Diesel,Gear type automatic,SUV
AJ20331,DE,3,3- Appropriate,Opel,Grandland X,30-40k,34461,130,2018,20876.0,Benzin,Gear type automatic,SUV
HJ70995,IT,4,4- A little high,Opel,Crossland X,60-70k,66495,110,2018,14499.0,Benzin,Gear type automatic,SUV
YZ61625,BE,4,4- A little high,Audi,A1,60-70k,62090,95,2018,16250.0,Benzin,Gear type manual,Limousine
JN88678,IT,4,4- A little high,Skoda,Karoq,60-70k,67595,150,2020,26799.0,Diesel,Gear type automatic,SUV
BC16175,DE,5,5- Too high,Audi,SQ5,90-100k,97071,325,2016,33490.0,Diesel,Gear type automatic,SUV
VS15666,DE,5,5- Too high,Audi,Q3,40-50k,49248,150,2015,23363.0,Benzin,Gear type automatic,SUV
DD30883,DE,3,3- Appropriate,Mercedes-Benz,C-Klasse,60-70k,65500,185,2016,27749.0,Benzin,Gear type automatic,Limousine
UK73738,AT,4,4- A little high,BMW,X4,80-90k,83059,313,2014,29690.0,Diesel,Gear type automatic,SUV
YV79873,AT,4,4- A little high,Ford,Focus,40-50k,48569,150,2019,21690.0,Diesel,Gear type automatic,Kombi
AZ44573,DE,5,5- Too high,Mercedes-Benz,A-Klasse,60-70k,63763,122,2016,18799.0,Benzin,Gear type manual,Limousine
NZ94794,DE,4,4- A little high,BMW,X4,60-70k,67638,185,2017,33690.0,Benzin,Gear type automatic,SUV
CC32442,DE,2,2- Good,Peugeot,5008,30-40k,33138,130,2019,26980.0,Diesel,Gear type automatic,SUV
FB07955,IT,4,4- A little high,BMW,1er,90-100k,99807,185,2015,15499.0,Diesel,Gear type manual,Limousine
JF78882,BE,3,3- Appropriate,BMW,X1,100k+,101262,230,2018,28650.0,Benzin,Gear type automatic,SUV
WU33305,IT,4,4- A little high,Ford,C-Max,70-80k,76270,120,2019,14899.0,Diesel,Gear type manual,Van
LE63457,DE,4,4- A little high,Mercedes-Benz,E-Klasse,50-60k,58148,195,2019,37490.0,Diesel,Gear type automatic,Kombi
DZ27212,AT,3,3- Appropriate,Peugeot,208,80-90k,85795,68,2014,7790.0,Benzin,Gear type manual,Limousine
TK30945,DE,4,4- A little high,Volkswagen,Polo,60-70k,63846,75,2016,12990.0,Benzin,Gear type manual,Limousine
BD72694,AT,1,1- Very Good,Audi,A5,70-80k,78458,190,2016,29090.0,Diesel,duplex,Coupe
HH97059,AT,1,1- Very Good,Dacia,Sandero II,40-50k,49736,90,2013,8490.0,Benzin,Gear type manual,Limousine
XZ93986,IT,4,4- A little high,Renault,Espace,70-80k,77013,160,2016,18999.0,Diesel,duplex,Van
HB61600,DE,1,1- Very Good,BMW,1er,100k+,101705,135,2017,15990.0,Benzin,Gear type manual,Limousine
GG92600,DE,3,3- Appropriate,Mercedes-Benz,GLA-Klasse,50-60k,55591,170,2015,23990.0,Diesel,Gear type automatic,SUV
BD65068,AT,5,5- Too high,Peugeot,208,10-20k,16477,82,2017,11490.0,Benzin,Gear type manual,Limousine
NS35634,IT,4,4- A little high,Volkswagen,Polo,80-90k,83457,60,2016,10799.0,Benzin,Gear type manual,Limousine
AE95152,DE,4,4- A little high,Opel,Astra GTC,70-80k,78657,140,2015,11790.0,Benzin,Gear type manual,Coupe
XN31422,IT,4,4- A little high,Audi,A1,60-70k,67873,116,2018,18999.0,Benzin,Gear type manual,Kombi
AP18165,DE,4,4- A little high,Volkswagen,Tiguan,40-50k,47287,150,2018,26865.0,Benzin,Gear type automatic,SUV
UJ83019,DE,4,4- A little high,Hyundai,i30,20-30k,22591,140,2018,18113.0,Benzin,Gear type manual,Limousine
AF17290,BE,4,4- A little high,Opel,Corsa,100k+,131448,115,2015,8399.0,Benzin,Gear type manual,Limousine
JC90825,DE,4,4- A little high,Audi,Q2,30-40k,33406,150,2017,25990.0,Benzin,Gear type automatic,SUV
YY61008,DE,4,4- A little high,Volkswagen,Golf VII,40-50k,41074,116,2018,17890.0,Benzin,Gear type manual,Limousine
EL23025,DE,3,3- Appropriate,Renault,Talisman,10-20k,19109,160,2020,24890.0,Diesel,Gear type automatic,Kombi
GU82444,PL,3,3- Appropriate,Opel,Mokka X,100k+,173370,110,2017,12627.0,Diesel,Gear type manual,SUV
ZV00940,AT,4,4- A little high,BMW,1er,70-80k,71629,115,2019,18790.0,Diesel,Gear type manual,Limousine
DJ43213,IT,2,2- Good,Nissan,Micra,90-100k,93721,80,2016,8999.0,Gas,Gear type manual,Limousine
VT79035,IT,4,4- A little high,Jeep,Compass,50-60k,56495,140,2018,21999.0,Benzin,Gear type manual,SUV
TT54806,DE,2,2- Good,MINI,MINI,100k+,101397,135,2016,14772.0,Benzin,Gear type manual,Limousine
ND79098,PL,4,4- A little high,Citroen,C5,100k+,153485,110,2014,8500.0,Diesel,Gear type manual,Kombi
GJ62615,DE,4,4- A little high,Volkswagen,Tiguan Allspace,30-40k,39436,220,2018,34778.0,Benzin,Gear type automatic,SUV
TX05468,DE,4,4- A little high,Mercedes-Benz,GLA-Klasse,60-70k,63859,135,2017,24127.0,Diesel,Gear type automatic,SUV
XP07699,DE,4,4- A little high,Ford,Kuga,80-90k,82379,175,2018,20990.0,Benzin,Gear type automatic,SUV
BW47484,IT,4,4- A little high,Fiat,500X,60-70k,60351,120,2018,17099.0,Benzin,Gear type manual,SUV
VM71498,PL,2,2- Good,Ford,Kuga,100k+,118218,120,2019,16662.0,Benzin,Gear type manual,SUV
PE87434,DE,1,1- Very Good,Mercedes-Benz,C-Klasse,100k+,103705,205,2016,28900.0,Diesel,Gear type automatic,Coupe
LL27901,AT,5,5- Too high,Mercedes-Benz,C-Klasse,60-70k,68101,150,2018,30790.0,Diesel,Gear type automatic,Kombi
VK72361,DE,4,4- A little high,Volkswagen,Tiguan,20-30k,28192,150,2020,33990.0,Diesel,Gear type automatic,SUV
BA54049,DE,2,2- Good,Nissan,Qashqai,100k+,101322,115,2014,12190.0,Benzin,Gear type manual,SUV
LA48186,DE,5,5- Too high,Citroen,DS4,50-60k,56496,130,2017,14392.0,Benzin,Gear type manual,Limousine
JL22951,DE,2,2- Good,Audi,Q3,70-80k,71103,185,2016,27900.0,Diesel,Gear type automatic,SUV
UP51074,BE,4,4- A little high,Mercedes-Benz,CLA-Klasse,60-70k,63961,155,2015,23690.0,Benzin,Gear type automatic,Limousine
LL58623,IT,5,5- Too high,Mazda,CX-3,100k+,102845,116,2018,16499.0,Diesel,Gear type automatic,SUV
TZ84071,IT,3,3- Appropriate,MINI,Clubman,90-100k,94808,190,2020,23599.0,Diesel,Gear type automatic,Kombi
EN79833,DE,2,2- Good,Volkswagen,Golf VII,100k+,103232,300,2019,29590.0,Benzin,Gear type automatic,Limousine
BF74353,DE,4,4- A little high,BMW,X3,100k+,102116,190,2014,23990.0,Diesel,Gear type automatic,SUV
HR29799,DE,3,3- Appropriate,BMW,1er,20-30k,27386,185,2017,21435.0,Benzin,Gear type automatic,Limousine
FG82626,DE,5,5- Too high,Volkswagen,Tiguan,40-50k,42510,150,2018,31710.0,Diesel,Gear type automatic,SUV
DB79355,IT,4,4- A little high,Audi,A1,100k+,124895,90,2014,12999.0,Diesel,Gear type automatic,Limousine
XF69076,DE,4,4- A little high,BMW,5er,80-90k,80797,258,2016,25490.0,Diesel,Gear type automatic,Limousine
LA68753,IT,4,4- A little high,BMW,2er,70-80k,72426,150,2016,22099.0,Diesel,Gear type automatic,Cabrio
UL72206,IT,4,4- A little high,Volkswagen,Tiguan,90-100k,90323,110,2013,13499.0,Diesel,Gear type manual,SUV
JM32503,BE,4,4- A little high,Skoda,Karoq,50-60k,58514,115,2018,20749.0,Benzin,Gear type manual,SUV
HA58642,PL,1,1- Very Good,Nissan,Qashqai,100k+,113479,163,2017,17538.0,Benzin,Gear type manual,SUV
MG24964,DE,4,4- A little high,Ford,B-Max,10-20k,16192,90,2016,11860.0,Benzin,Gear type manual,Van
ZG83374,DE,3,3- Appropriate,Mercedes-Benz,B-Klasse,80-90k,88059,122,2014,13490.0,Benzin,Gear type manual,Van
WY17794,DE,5,5- Too high,Skoda,Octavia,0-10k,9726,220,2016,22590.0,Benzin,Gear type manual,Kombi
ZS05554,AT,4,4- A little high,Opel,Astra K,100k+,824588,105,2016,11290.0,Benzin,Semi-automatic,Limousine
GS25331,IT,3,3- Appropriate,Dacia,Logan MCV II,30-40k,30973,90,2017,11299.0,Diesel,Gear type manual,Kombi
XP18517,PL,3,3- Appropriate,Volkswagen,Tiguan,100k+,153613,140,2013,12950.0,Diesel,Gear type manual,SUV
YP90534,DE,3,3- Appropriate,Citroen,C3,80-90k,84406,100,2017,11390.0,Diesel,Gear type manual,Limousine
JJ30164,DE,5,5- Too high,BMW,1er,90-100k,99990,102,2014,11203.0,Benzin,Gear type manual,Limousine
