company,cars_bought,type_buyer,frequency,recency,monetary,hp,age,mileage,sell_price,share_gear_type_1140_1141,share_gear_type_1139,share_gear_type_1138,share_fuel_type_1140,share_fuel_type_1139,share_fuel_type_other,profit_per_car
Braun-Design Automobile,2,Small_buyer,1,8,4,70,2014,54697,5513,0,0,1,0,1,0,774
P.H.U. MARTROX MARCIN TROSZCZYŃSKI,1,Small_buyer,1,8,3,140,2012,184202,6845,0,0,1,1,0,0,731
MYRON STRILBYTSKYI,11,Small_buyer,4,10,3,106,2001,198065,635,0,0.090909091,0.909090909,0,1,0,153.1818182
"Auto Adam, Inh. Mahir Jabar",10,Small_buyer,4,6,3,119,1995,255211,693,0,0.2,0.8,0,1,0,277
Marek Henc,2,Small_buyer,1,7,5,180,2016,190050,13028,1,0,0,1,0,0,1533.5
Vakgarage J.W.S. B.V,3,Small_buyer,2,10,5,97,2014,57887,10243,0,0.666666667,0.333333333,0,0.666666667,0.333333333,693.3333333
CHBK-CAR HUNGARY Kereskedelmi Korlátolt Felelősségű Társaság,7,Small_buyer,3,6,4,121,2008,163502,2279,0,0,1,0,1,0,361.8571429
"Wypych Automobile, Inh. Lukas Wypych",5,Small_buyer,3,6,8,139,2011,187088,15377,0,0.2,0.8,0.8,0.2,0,-233.6
Heni-Mobile Car kft,1,Small_buyer,1,10,1,50,2004,190270,622,0,0,1,0,1,0,391
Jiří Teplý,1,Small_buyer,1,7,3,140,2011,313245,6102,0,0,1,1,0,0,793
USADO FOR SALE SL,1,Small_buyer,1,10,5,431,2014,161000,31746,1,0,0,0,1,0,1155
"Mansour Autohandel, Inh. Youniss Mansour Eldarawghi",2,Small_buyer,1,6,1,95,1996,140789,436,0,0.5,0.5,0,1,0,92.5
Kifayeh SRL,1,Small_buyer,1,10,3,163,2012,424868,5200,0,0,1,1,0,0,648
SERVICES PLUS,7,Small_buyer,3,9,8,121,2016,57543,13362,0.142857143,0,0.857142857,0.571428571,0.428571429,0,530
"Mieczysław Kocur PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""BATI-POL"" Dane kontaktowe",1,Small_buyer,1,10,5,204,2018,69407,31889,0,1,0,0,0,1,1084
Autohaus Redder,2,Small_buyer,1,7,4,103,2014,69253,9315,0,0,1,0,1,0,588.5
Autohaus Sternpark GmbH,13,Small_buyer,4,8,11,247,2019,39975,45657,0.230769231,0.769230769,0,0.230769231,0.615384615,0.153846154,371.1538462
PP MOTORS Przemysław Pluta,2,Small_buyer,1,10,4,192,2001,202030,6443,0,1,0,0,1,0,-908.5
Autohaus Stahl GmbH,1,Small_buyer,1,10,4,140,2018,21661,15737,0,0,1,0,1,0,1304
CAR-BONNE,1,Small_buyer,1,10,4,305,2006,101967,11829,0,0,1,0,1,0,-3932
VERDEROSA ANGELO,1,Small_buyer,1,9,2,170,2001,289084,1100,0,1,0,1,0,0,415
GROUPE MARY - BAYEUX - PEUGEOT,1,Small_buyer,1,9,7,345,2021,24404,55755,0,1,0,0,0,1,-11624
GROUPE VAUBAN - VAUBAN OUEST AUTO - GISORS - CITROEN,2,Small_buyer,1,7,5,105,2019,17224,12967,0,0,1,1,0,0,273.5
David Procházka,13,Small_buyer,4,7,6,103,2007,168448,2837,0,0,1,0.153846154,0.846153846,0,527.6923077
ROYALE AUTOLUX,1,Small_buyer,1,9,6,355,2018,133021,37800,0,1,0,0,1,0,760
F.H.U AGNIESZKA SOSNOWSKA,6,Small_buyer,3,9,4,101,2008,193289,2188,0,0,1,0.5,0.5,0,498
"Ilhan Automobile Duisburg-Neudorf, Inh. Mehmet Ilhan",6,Small_buyer,3,9,5,133,2007,183022,3628,0.333333333,0,0.666666667,0.5,0.5,0,300.3333333
"Damann Automobile, Inh. Basir Ahmad",10,Small_buyer,4,6,9,236,2015,100012,17994,0.3,0.7,0,0.5,0.5,0,1057.3
Altenburg-Garage AG,4,Small_buyer,2,10,8,198,2020,32261,23375,1,0,0,0,1,0,620.25
"Main Kinzig Automobile, Inh. Suhail Haidari",1,Small_buyer,1,9,2,100,2005,70996,1866,1,0,0,0,1,0,432
LOBATO FIGUEIREDO - COMERCIO DE VEICULOS UNIPESSOAL LDA,1,Small_buyer,1,7,2,100,2013,124581,4285,0,0,1,0,1,0,292
JOÃO VIDAL UNIPESSOAL LDA,1,Small_buyer,1,8,3,85,2015,92249,5072,0,0,1,0,1,0,730
John van der Molen B.V.,1,Small_buyer,1,10,6,400,2017,101230,38337,1,0,0,0,1,0,1472
Amir Car Sales & Shipping e.K.,18,Medium_buyer,5,9,8,125,2007,157862,4721,0.111111111,0.611111111,0.277777778,0,1,0,558.5555556
SARL 2 J.C.,13,Small_buyer,4,3,5,84,2008,125958,2691,0,0,1,0,1,0,471.9230769
"Leo Automobile, Inh. Leonard Krasnic",24,Medium_buyer,6,5,8,159,2008,286370,4121,0.125,0.5,0.375,0.875,0.125,0,463.0833333
BOŠTJAN TRAMPUŽ S.P.,17,Medium_buyer,5,3,9,158,2014,134117,11972,0.176470588,0.235294118,0.588235294,0.705882353,0.294117647,0,1164
CARs Centre s.r.o.,7,Small_buyer,3,6,7,125,2015,164385,10322,0.142857143,0,0.857142857,1,0,0,348
SAS GOLDING CARS,2,Small_buyer,1,9,2,67,2009,107774,2047,0,0,1,0,1,0,301.5
"MDP Car Factory, Inh. Mario De Pilla",1,Small_buyer,1,10,6,355,2005,96767,45251,0,0,1,0,1,0,1925
DALI' SRL,3,Small_buyer,2,7,4,218,2009,155723,5179,0,0.666666667,0.333333333,0,1,0,-386.3333333
Gianni Busato,1,Small_buyer,1,7,5,135,2018,89014,21476,1,0,0,1,0,0,912
"RS-Automobile, Inh. Robin Stange",17,Medium_buyer,5,6,7,113,2007,117294,4271,0.058823529,0.058823529,0.882352941,0.058823529,0.941176471,0,612.0588235
R&D Handels GmbH,1,Small_buyer,1,8,4,125,2017,91392,12559,0,0,1,0,1,0,955
"Autohaus Krupp, Inh. Stephan Krupp",2,Small_buyer,1,7,3,130,1996,71146,4486,0,0.5,0.5,0,1,0,362
JAT SRL,1,Small_buyer,1,6,3,192,1992,155502,5400,0,0,1,0,1,0,720
PREMIUM AUTO CONCEPT S.R.L.,5,Small_buyer,3,10,5,127,2011,248862,5600,0.2,0.2,0.6,1,0,0,930.8
"Auto Wolf - Kfz-Meisterbetrieb, Inh. Daniel Wolf",1,Small_buyer,1,3,4,122,2019,36581,14900,0,1,0,1,0,0,-749
Hegeman,3,Small_buyer,2,8,9,338,2017,34654,33617,0.333333333,0.333333333,0.333333333,0,1,0,1053.333333
AUTO SUPRA j.d.o.o.,7,Small_buyer,3,8,6,104,2013,98393,5903,0,0,1,1,0,0,571.2857143
Martin Kroča,13,Small_buyer,4,3,8,144,2010,154167,7599,0,0.307692308,0.692307692,0.615384615,0.384615385,0,810.1538462
S DIAMANTIS KAI IIOI OE,2,Small_buyer,1,10,4,77,2016,92980,6212,0,0,1,0,1,0,821
Gi-Cars Comm V,2,Small_buyer,1,8,4,82,2011,115767,5172,0,0,1,0,1,0,505
ART. INVEST - Kozłowska Małgorzata,1,Small_buyer,1,9,3,115,2017,335083,6242,0,0,1,1,0,0,801
COUDURIER AUTOMOBILE,2,Small_buyer,1,8,4,138,2014,162004,8627,0,0,1,0.5,0.5,0,706.5
Schafiq Atahie,2,Small_buyer,1,9,3,91,2007,153252,2589,0,1,0,0,1,0,424.5
AUTO TOP ONE STEFAN S.R.L.,2,Small_buyer,1,7,4,177,2011,291802,5454,0.5,0,0.5,1,0,0,804
Mobile IMP-EX I.M. e.K.,32,Medium_buyer,7,2,10,162,2012,299824,8329,0.21875,0.25,0.53125,0.96875,0.03125,0,751.46875
"B en C Autos, Bailey Zwakhoven",1,Small_buyer,1,6,3,102,2008,113914,5552,0,0,1,0,1,0,966
MND GRUP AUTO MGA S.R.L.,4,Small_buyer,2,3,4,120,2010,236579,4703,0,0,1,1,0,0,552.5
FALDI MOTORS S.R.L.,2,Small_buyer,1,8,6,146,2017,44759,23020,0.5,0,0.5,0.5,0.5,0,1939
ILIDIO RODRIGUES DOS SANTOS,1,Small_buyer,1,10,3,76,2018,45820,8524,0,0,1,0,1,0,379
KRON AUTO PARK,5,Small_buyer,3,4,9,213,2017,146682,21517,0.6,0.4,0,0.8,0,0.2,485
AUTOMOBIELBEDRIJF VOLMAN ZEVENAAR B.V.,1,Small_buyer,1,10,3,85,2017,52416,9250,0,0,1,0,1,0,912
SCS AL DOU,2,Small_buyer,1,9,2,90,2000,131659,2024,0,0,1,0,1,0,481.5
MORRO CAR KFT,8,Small_buyer,3,1,4,109,2006,112164,2063,0,0,1,0,1,0,463.5
AHA auto s.r.o.,2,Small_buyer,1,6,4,112,2012,169452,7412,0,0.5,0.5,0.5,0.5,0,605
AUTO-DAMI d.o.o. Doboj Jug,5,Small_buyer,3,8,4,118,2011,271817,3006,0,0,1,1,0,0,518.6
Mirpol Mirosław Kołtuniak,2,Small_buyer,1,5,4,163,2011,132784,6584,0,0.5,0.5,1,0,0,787
"NIEMAN AUTOMOBILE, Inh. Stefan Nieman",10,Small_buyer,4,8,5,127,2006,134491,2914,0,0.1,0.9,0,1,0,446.8
Ks Motors,11,Small_buyer,4,8,9,241,2011,88588,17774,0.181818182,0.363636364,0.454545455,0.272727273,0.727272727,0,1404.545455
"AVTO HIŠA RANDELJ, D.O.O.",12,Small_buyer,4,3,9,190,2018,67701,18888,0.5,0,0.5,0.166666667,0.833333333,0,1023.416667
TOTAL REX COMPANY LDA,1,Small_buyer,1,8,5,360,2013,119424,25472,1,0,0,0,1,0,1303
Van Kooij autos,4,Small_buyer,2,4,5,329,2006,209941,8213,0,1,0,0,1,0,613.5
Bulters Auto's,3,Small_buyer,2,10,7,128,2015,20555,18088,0,0,1,0,1,0,1135.333333
A.C Motors,7,Small_buyer,3,4,9,281,2015,78509,27225,0,0.714285714,0.285714286,0,1,0,1318.857143
"Autohaus am Schönbuch, Inh. Tayfun Topoglu",4,Small_buyer,2,7,4,115,2001,85480,3152,0,0,1,0,1,0,652.25
"I.Bodenhausen - Automobile - Nutzfahrzeuge, Inh. Igor Alfred Bodenhausen",6,Small_buyer,3,7,7,114,2006,155805,10361,0,0,1,0.833333333,0.166666667,0,839
"FIRMA USŁUGOWO-HANDLOWA ""ŁUK-DEKOR"" SWETONIUSZ ŁUKOSZEK",3,Small_buyer,2,9,2,116,2005,227658,614,0,0,1,0.333333333,0.666666667,0,167.6666667
PROCAR AUTOMOBILI DI PRONESTI' BIAGIO & C. S.N.C.,3,Small_buyer,2,6,5,118,2008,100011,7952,0,0,1,0,1,0,371.3333333
GFR INVEST KFT,7,Small_buyer,3,7,5,128,2010,166282,4652,0.142857143,0,0.857142857,0.428571429,0.571428571,0,482.5714286
Lukács Jármű Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,4,Small_buyer,2,9,5,111,2012,122779,6644,0,0,1,0,1,0,643.5
MEPAX D.O.O.,1,Small_buyer,1,4,4,132,2015,45070,13593,0,0,1,0,1,0,493
Ostzweiräder by wischers motoshop e.K.,1,Small_buyer,1,7,1,102,1994,284441,950,0,0,1,0,1,0,419
AUTOMOBILE F & D BACAU S.R.L.,2,Small_buyer,1,8,2,60,2009,201407,1519,0,0,1,0,1,0,385
Motor Center Heinen GmbH,28,Medium_buyer,6,7,11,143,2019,28527,20430,0.142857143,0.321428571,0.535714286,0.035714286,0.928571429,0.035714286,684.2857143
Grupa Śliwiński Marek Śliwiński,6,Small_buyer,3,8,9,211,2018,160694,18792,0.333333333,0.666666667,0,0.833333333,0.166666667,0,706.8333333
ALCOMA AUTO GROUP S.R.L.,1,Small_buyer,1,7,3,200,2014,148127,5313,0,0,1,0,1,0,313
"C&B AUTOMOBIL, Inh. Selahattin Tetik",9,Small_buyer,3,3,4,121,2006,161228,2155,0,0.111111111,0.888888889,0.444444444,0.555555556,0,378.8888889
Donjon 2001 Bt.,4,Small_buyer,2,6,4,102,2009,129977,3968,0,0,1,0.25,0.75,0,718.5
"TOV ""KOMISAVTO""",2,Small_buyer,1,8,5,116,2018,30329,16059,0,1,0,0,0,1,1370.5
"TB AUTOMOBILE, Inh. Bashir Bawari",1,Small_buyer,1,9,2,100,2004,88615,1011,0,0,1,0,1,0,-113
Autohaus Jungkeit GmbH,3,Small_buyer,2,8,5,91,2014,23019,10060,0,0,1,0,1,0,589.3333333
Autohaus Gunter Harth e.K.,7,Small_buyer,3,9,6,118,2009,87266,5834,0,0,1,0,1,0,808.2857143
AUTOGIUSTI S.N.C. DI GIUSTI FIORAVANTE & FIGLI,13,Small_buyer,4,5,7,80,2012,52419,5688,0,0,1,0.076923077,0.923076923,0,706.9230769
SAS FLAT MOTORS CONSULTING,1,Small_buyer,1,9,5,295,2007,93228,26990,0,0,1,0,1,0,1337
Car- Point Paweł Lubszczyk,24,Medium_buyer,6,1,6,104,2009,178794,2041,0,0,1,0.083333333,0.916666667,0,473.4166667
Berat Özeniciballi,20,Medium_buyer,6,1,9,178,2007,71748,9249,0,0.8,0.2,0.55,0.45,0,912.95
"AVTO-POMP, prodaja in odkup vozil, Žan Pašalič s.p.",21,Medium_buyer,6,2,9,149,2012,208113,7714,0.047619048,0.095238095,0.857142857,1,0,0,877.3333333
"Autoservice Bergkamen, Inh. Reber Hisso",5,Small_buyer,3,10,5,128,2009,159318,4327,0,0.4,0.6,0,1,0,342.2
"KFZ Handel Dejvid Mitkov, Inh. Dejvid Mitkov",1,Small_buyer,1,7,2,125,2007,151629,2028,0,0,1,0,1,0,345
SAS PREMIUM AUTO,1,Small_buyer,1,6,3,150,2012,143941,6002,0,0,1,1,0,0,787
PREMIUM CAR SOLUTION SRL,5,Small_buyer,3,7,7,137,2016,77157,14296,0,0.6,0.4,0.6,0,0.4,717.4
Sebastian Fanselow & Torsten Brüning GbR,5,Small_buyer,3,6,5,81,2005,71362,4772,0,0.2,0.8,0,0.8,0.2,274.6
"AL-Automobile, Inh. Necmi AL",4,Small_buyer,2,6,4,106,1997,139148,2702,0,0.25,0.75,0,1,0,-37.5
G&S AUTOMOBILE TRADE S.R.L.,2,Small_buyer,1,6,5,107,2016,110783,13258,0,0.5,0.5,0.5,0,0.5,1518.5
Startrade GmbH,2,Small_buyer,1,9,7,361,2015,195647,30582,0,1,0,0,0.5,0.5,-608.5
Auto Löffler GmbH & Co. KG,2,Small_buyer,1,7,5,150,2016,86201,16075,0,0.5,0.5,1,0,0,679.5
GOTTI AUTO SRL,12,Small_buyer,4,1,10,249,2016,37278,28785,0.333333333,0.416666667,0.25,0.083333333,0.916666667,0,1428.666667
MODENINI S.R.L.,4,Small_buyer,2,4,5,98,2012,87270,5578,0.25,0,0.75,0,1,0,414.25
Fa. Autohaus Klann GmbH,18,Medium_buyer,5,7,9,210,2010,88335,12571,0.111111111,0.722222222,0.166666667,0.277777778,0.722222222,0,938.9444444
"Premium Autohaus, SIA",1,Small_buyer,1,8,4,150,2017,58576,19369,1,0,0,1,0,0,1384
AUTO TRUCKS S.R.L.,1,Small_buyer,1,1,3,100,2018,78327,8631,0,0,1,1,0,0,-650
IEVGENIIA VASYLIEVA,3,Small_buyer,2,9,3,123,2008,197017,2954,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0,508
Radek Bednář - Autolakovna Chýnov,6,Small_buyer,3,4,4,90,2004,194794,2260,0,0.5,0.5,0.5,0.5,0,499.6666667
"Autohaus Gaedebehn, Inh. Torsten Radtke",1,Small_buyer,1,9,5,150,2018,41767,20285,1,0,0,0,1,0,688
GALANT LEASING SRL,4,Small_buyer,2,10,9,227,2015,129283,25897,0,1,0,1,0,0,1163.5
"SLG AUTOMOBILE, Inh. Cengiz Gündogdu",25,Medium_buyer,6,4,8,116,2008,141499,3075,0.16,0.12,0.72,0.24,0.76,0,483.28
"A&H-Autohandel, Inh. Joumana Chahrour",45,Medium_buyer,8,1,6,99,2001,210652,793,0,0.244444444,0.755555556,0.244444444,0.733333333,0.022222222,314.5777778
RV auto s. r. o.,1,Small_buyer,1,10,6,286,2018,89909,42109,0,1,0,1,0,0,494
LKS AUTO,1,Small_buyer,1,4,4,100,2014,108053,14120,0,1,0,0,0,1,508
GESTION Y PROYECTOS PAUTRI SL,1,Small_buyer,1,10,2,105,2009,175457,4101,0,0,1,1,0,0,271
Dacepao Moto Kft.,4,Small_buyer,2,6,4,82,2008,124606,4696,0,0.25,0.75,0,0.75,0.25,588.5
Van der Steen Autobedrijf B.V.,2,Small_buyer,1,10,6,122,2019,18915,24973,0.5,0.5,0,0,0.5,0.5,1218
"Kaya Automobile Herne, Inh. Alperen Kaya",1,Small_buyer,1,7,2,140,2006,243249,2600,0,0,1,1,0,0,258
ALVYDAS KERAS,2,Small_buyer,1,8,3,265,2006,290939,3635,0,1,0,1,0,0,429.5
"Simone Körner Gebrauchtwagenhandel, Inh. Simone Körner",1,Small_buyer,1,10,4,218,2013,97859,13891,0,0,1,1,0,0,306
D & D Autohaus Mansfeld GbR,14,Small_buyer,4,10,5,75,2010,110738,2212,0,0,1,0,1,0,325.5
Autobedrijf SR,21,Medium_buyer,6,7,9,137,2010,180009,5389,0,0.285714286,0.714285714,0,1,0,569.4285714
V.O.F. BOSZ AUTOMOTIVE,4,Small_buyer,2,7,5,135,2009,183559,5377,0.25,0,0.75,0,1,0,722
TOLIA ANASTASIA PROKOPIOS,4,Small_buyer,2,9,7,150,2017,242469,17266,0,1,0,1,0,0,529
Auto n’start,18,Medium_buyer,5,7,5,84,2004,115430,1413,0.055555556,0,0.944444444,0,1,0,245
Häusler Automobil GmbH & Co. KG,7,Small_buyer,3,4,8,123,2015,72328,11080,0,0,1,0.571428571,0.428571429,0,777.1428571
RICARDO RIBEIRO AUTOMOVEIS UNIPESSOAL LDA,5,Small_buyer,3,6,6,83,2014,79934,7371,1,0,0,0,1,0,586.8
AVTO BOX D.O.O.,1,Small_buyer,1,9,5,272,2017,102120,22200,1,0,0,1,0,0,1341
NYERGESI és Társa Autóház Kft.,2,Small_buyer,1,8,4,176,1990,152570,8519,0,1,0,0,1,0,822.5
"Gebrauchtwagen T&A, Inh. Taner Alici",6,Small_buyer,3,9,6,135,2011,106652,6857,0.166666667,0.333333333,0.5,0.333333333,0.666666667,0,833.3333333
Michel's Car Service,1,Small_buyer,1,7,2,70,2010,115924,4426,0,0,1,0,1,0,750
SPONTE Automobili d.o.o.,5,Small_buyer,3,4,5,121,2013,157926,6004,0,0,1,1,0,0,567.6
PHU TOMEX TOMASZ CHROMIŃSKI,5,Small_buyer,3,9,4,158,2009,205090,3450,0.2,0.4,0.4,0.2,0.8,0,363
PRO ENGENEERING EOOD,4,Small_buyer,2,6,5,162,2012,270095,6178,0,0.5,0.5,1,0,0,620
REYCARS AUTOMOCION SL,1,Small_buyer,1,9,3,115,2012,175008,5749,0,0,1,1,0,0,740
Bulazar Car's,7,Small_buyer,3,6,5,84,2009,129143,4651,0,0,1,0,1,0,925.4285714
"Autohaus Schmidt, Inh. Daniel Schmidt",23,Medium_buyer,6,6,11,325,2014,102205,36144,0.130434783,0.869565217,0,0.52173913,0.434782609,0.043478261,1522.391304
F-T Car Kft.,11,Small_buyer,4,8,5,141,2007,242434,2810,0,0.090909091,0.909090909,0.636363636,0.363636364,0,454.2727273
GENTILUOMO S.R.L.,1,Small_buyer,1,10,4,120,2019,25675,18500,0,0,1,1,0,0,1132
CanoCar s.r.o.,4,Small_buyer,2,7,8,146,2008,82204,22624,0,0.5,0.5,0,1,0,1130.75
Handelsonderneming Patrick de Vries,2,Small_buyer,1,9,7,143,2020,29197,28218,0,1,0,0,0,1,760.5
BOX1KERESKEDELMI SZOLGÁLTATÓ KFT,9,Small_buyer,3,8,7,113,2013,122891,5936,0,0.111111111,0.888888889,0.444444444,0.555555556,0,360
"Wojciech Kosiedowski, Inh. Wojciech Kosiedowski",1,Small_buyer,1,7,4,565,2011,95538,19162,0,1,0,0,1,0,1981
CAR SALES TRADE S.R.L.,3,Small_buyer,2,10,3,123,2008,240750,2280,0,0.333333333,0.666666667,0.666666667,0.333333333,0,343
GARAGE BUYCK BVBA,14,Small_buyer,4,1,10,197,2018,34237,25525,0.285714286,0.642857143,0.071428571,0,0.714285714,0.285714286,46
Akinci Automobile,44,Medium_buyer,7,1,8,110,2004,157726,1895,0.022727273,0.068181818,0.909090909,0.340909091,0.659090909,0,384.7272727
SAS AUVERGNE CENTRAL AUTO,3,Small_buyer,2,8,9,305,2015,41739,46616,1,0,0,0,1,0,4828.666667
Auto Barendrecht,10,Small_buyer,4,9,8,61,2015,62810,8219,0,1,0,0,0,1,849.3
CAR-pe Diem    Inh. Andrea Klotz,6,Small_buyer,3,3,7,113,2014,88042,8632,0,0.166666667,0.833333333,0.333333333,0.666666667,0,748.8333333
PEDRO TIAGO SANTOS MENDES,4,Small_buyer,2,7,4,81,2008,88148,4195,0,0.5,0.5,0,1,0,572.5
Select Automobiles,2,Small_buyer,1,10,3,111,2012,121229,4718,0,0,1,0,1,0,493.5
GRAND CARS IMPORT S.R.L.,13,Small_buyer,4,4,7,157,2008,242562,3920,0,0.384615385,0.615384615,0.692307692,0.307692308,0,486.6923077
Everest Projekt Korlátolt Felelősségű Társaság,1,Small_buyer,1,10,3,163,2006,88763,5816,0,0,1,0,1,0,1118
DE ES INVEST EOOD,1,Small_buyer,1,8,2,140,2011,307353,3635,0,0,1,1,0,0,658
GIAKOUMIS DIMITRIOS ANTONIOS,1,Small_buyer,1,9,3,70,2014,50113,6100,0,0,1,0,1,0,790
VERTENTE FIDALGA LDA,2,Small_buyer,1,8,5,176,2011,120478,13393,0,0.5,0.5,0.5,0.5,0,-51.5
Car One,8,Small_buyer,3,10,8,344,2008,148185,10744,0,1,0,0.125,0.875,0,660
"Ingo Belik Kfz-Handel, Inh. Ingo Belik",1,Small_buyer,1,6,4,150,2017,71415,19212,0,0,1,1,0,0,312
IĮ WMA Corp,1,Small_buyer,1,4,4,190,2018,184462,16100,1,0,0,1,0,0,1115
Classic Car Auctions,1,Small_buyer,1,7,3,205,1997,149618,7570,0,1,0,0,1,0,-759
K KABBALOS KAI SIA E E||AUTO KAVVALOS,8,Small_buyer,3,1,6,82,2013,140060,5220,0.25,0,0.75,0.5,0.5,0,539.5
CEBE AUTO CERIANI E BERNACCHI - S.N.C. DI CERIANI FABIO E BERNACCHI GERMANO,1,Small_buyer,1,8,3,67,2016,88542,6181,0,0,1,0,1,0,871
PAPASPYROPOULOS PANAGIOTHS KAI SIA EE || CAR DEAL,2,Small_buyer,1,8,3,70,2015,87740,4886,0,0,1,0,1,0,701
"LUCIA CAMBELOVÁ, s.r.o.",4,Small_buyer,2,9,7,184,2015,116585,16914,0.75,0.25,0,0.5,0.5,0,955.5
SARL A.F. INVEST SARL,1,Small_buyer,1,7,1,58,2004,115308,480,0,0,1,0,1,0,227
"Automarkt Mayer Grötzingen, Inh. Max Mayer",1,Small_buyer,1,10,2,220,2002,144670,2739,0,1,0,0,1,0,155
"Auto Minmax, Valentino Colic",2,Small_buyer,1,8,4,156,2007,212730,5782,0,1,0,0.5,0.5,0,608.5
GALERY AUTOMOBILE S.R.L.,15,Medium_buyer,5,5,8,143,2010,210878,5612,0.4,0.066666667,0.533333333,0.6,0.4,0,493.8666667
TOMASZ PASTUSZAK,30,Medium_buyer,7,3,8,105,2009,166970,3208,0,0,1,0,1,0,554.7
Autobedrijf van Schijndel,1,Small_buyer,1,7,3,200,2008,139113,6123,0,1,0,0,1,0,868
CURVA DA SORTE - COMERCIO DE AUTOMOVEIS LDA,1,Small_buyer,1,3,3,185,2012,115838,9561,0,0,1,1,0,0,1438
"MW AUTOMOBILE, Inh. Michael Wirtz",1,Small_buyer,1,8,2,197,2001,190703,1605,0,0,1,0,1,0,534
F. Kremnitzer Ges.m.b.H. & Co. KG,12,Small_buyer,4,3,9,152,2018,75114,20276,0.5,0,0.5,0.833333333,0.166666667,0,855.8333333
Wensink Automotive B.V. (BEDRIJFSWAGENS),7,Small_buyer,3,9,9,134,2017,82584,20596,0.142857143,0.285714286,0.571428571,1,0,0,1651.142857
LEASECAR CZECH s.r.o.,1,Small_buyer,1,10,4,140,2012,195979,18334,0,0,1,1,0,0,2093
LODOU AUTO,1,Small_buyer,1,10,2,100,2007,208337,1239,0,0,1,0,1,0,377
Kubiak Radosław KARINO,7,Small_buyer,3,4,5,163,2010,200267,4905,0.428571429,0,0.571428571,0.285714286,0.714285714,0,436.1428571
F MARTINS - COMERCIO DE VEICULOS AUTOMOVEIS UNIPESSOAL LDA,1,Small_buyer,1,7,5,295,2011,97243,28152,1,0,0,0,1,0,-1134
MG56 SIA,2,Small_buyer,1,10,7,187,2016,139765,31125,0,1,0,1,0,0,1090
Autohaus Brockmann GmbH,14,Small_buyer,4,8,9,104,2018,25348,13158,0.357142857,0,0.642857143,0,1,0,719.0714286
SARL A-G AUTOMOBILE,6,Small_buyer,3,8,5,89,2009,131163,3773,0,0,1,0.333333333,0.666666667,0,642.6666667
MILTON AVENUE,2,Small_buyer,1,10,5,152,2015,111091,17136,0.5,0,0.5,0.5,0.5,0,85.5
KRZYSZTOF KOZIMOR FIRMA USŁUGOWO - HANDLOWA KRISS,1,Small_buyer,1,9,3,135,2015,256481,8950,0,1,0,1,0,0,899
AMAZING FRONTIER - UNIPESSOAL LDA,1,Small_buyer,1,10,3,110,2015,107646,6845,0,0,1,0,1,0,911
"F.H.U ""SZWEDA - CAR"" KRYSTIAN SZWEDOWSKI",2,Small_buyer,1,10,4,145,2013,213961,7150,0,0.5,0.5,1,0,0,508.5
Autohandel Covic GmbH,17,Medium_buyer,5,6,9,145,2009,133130,6080,0.058823529,0.294117647,0.647058824,0.294117647,0.705882353,0,753.3529412
SARL RABES GARAGE,2,Small_buyer,1,9,4,82,2010,49349,7348,0,0,1,0,1,0,564.5
Iisalmen Autosompa Oy,1,Small_buyer,1,9,6,441,2021,25879,49562,0,1,0,0,0,1,1315
Muro cars,2,Small_buyer,1,4,2,68,2007,150279,1411,0.5,0,0.5,0.5,0.5,0,400.5
ITALY-RENT S.R.L.S.,1,Small_buyer,1,7,2,85,2013,176206,4203,0,0,1,1,0,0,672
VAN HELDEN AANHANGWAGENS,6,Small_buyer,3,8,6,146,2009,181782,7692,0,0.333333333,0.666666667,0.333333333,0.666666667,0,890
"VC-Automobile, Inh. Volkan Cakmak",8,Small_buyer,3,7,7,113,2009,96724,6660,0.125,0,0.875,0,1,0,728.625
Autohaus Südheide GbR,5,Small_buyer,3,6,4,76,2009,177712,2207,0,0,1,0.2,0.8,0,337.4
"NF Cars Autohandel, Inh. Norbert Filip",1,Small_buyer,1,10,2,120,2006,210721,1454,0,1,0,1,0,0,404
Garage Jourdan,1,Small_buyer,1,7,2,60,2001,38943,1155,0,0,1,0,1,0,752
D&D Fahrzeugtechnik GmbH,6,Small_buyer,3,2,7,146,2012,171806,8743,0,0.333333333,0.666666667,1,0,0,137.5
De Slagen Advies  bemiddelingkantoor,1,Small_buyer,1,8,2,115,2006,203591,1875,0,0,1,0,1,0,243
Pcolar Trade s. r. o.,2,Small_buyer,1,9,4,215,2011,238065,6750,0.5,0,0.5,1,0,0,306
Hassan Kassem,1,Small_buyer,1,8,2,170,2007,202143,3523,1,0,0,1,0,0,-266
Hotaman Automobile,6,Small_buyer,3,8,9,203,2018,66727,25948,1,0,0,1,0,0,242.8333333
GJ AUTOMOBILE GRZEGORZ JUREK,1,Small_buyer,1,5,5,211,2020,167992,28200,0,1,0,1,0,0,821
LLC Ivet Plus,10,Small_buyer,4,8,5,107,2008,263610,2587,0.1,0,0.9,0.3,0.7,0,509.4
SIRALEX INTERCARS S.R.L.,2,Small_buyer,1,9,3,145,2008,182176,4148,0.5,0,0.5,0.5,0.5,0,717.5
