ID,Rating_2021,Awards_Won_2021,Avg_Training_Score_2021,Was_Promoted_2021,Rating_2022,Awards_Won_2022,Avg_Training_Score_2022,Is_Promoted_2022
3880,5,0,46,0,4,1,55,
6116,4,0,89,0,3,0,60,
964,1,0,69,0,3,1,42,
1519,4,0,84,0,2,1,49,
1033,1,0,52,0,5,0,55,
2098,3,0,66,0,1,0,72,
2208,1,0,57,0,1,1,80,
4838,1,0,,0,1,0,79,
1551,2,0,82,0,3,1,84,
6291,4,0,59,0,2,1,59,
8713,5,0,63,0,2,1,96,
5481,5,0,85,0,5,0,66,
6986,3,0,48,0,1,1,78,
8909,5,0,55,0,3,1,78,
969,,0,47,0,5,1,78,
3301,4,0,79,0,2,0,54,
7105,3,0,72,0,3,0,56,
9069,3,0,78,1,5,0,43,
3356,4,0,60,0,3,0,54,
7710,3,0,79,0,3,1,40,
1194,4,0,84,0,3,1,84,
4454,2,0,51,0,1,1,98,
1932,4,0,57,0,5,0,87,
6733,3,0,52,0,4,0,47,
510,,0,70,1,1,0,42,
4355,4,0,52,0,2,1,73,
4480,1,0,69,0,2,0,88,
56,,0,79,0,2,1,56,
2459,4,0,82,0,1,0,91,
5613,4,0,79,0,1,1,73,
5803,5,0,47,0,1,1,47,
9146,1,0,74,0,4,1,55,
5598,2,0,78,0,5,1,68,
6225,1,0,51,0,1,0,69,
8371,5,0,51,0,2,0,81,
5352,3,0,69,0,4,1,67,
2711,3,0,,0,4,0,41,
678,4,0,58,1,4,0,98,
4414,,0,62,0,2,1,86,
7517,3,0,84,0,1,0,63,
5928,3,0,48,0,5,1,73,
7425,3,0,49,0,1,1,84,
7565,4,0,60,0,4,0,77,
8696,4,0,65,0,5,0,45,
2734,5,0,65,1,1,1,43,
1750,5,0,82,0,1,1,43,
9735,5,0,,0,3,1,41,
2858,3,0,47,0,4,1,76,
4593,4,0,57,0,4,0,79,
8847,4,0,50,0,5,0,65,
3992,5,0,44,0,3,0,98,
4545,2,0,59,0,4,1,89,
1688,2,0,80,0,4,0,72,
7071,3,0,56,0,2,0,61,
7992,4,0,49,0,3,0,78,
119,4,0,86,0,2,1,44,
3247,3,0,59,0,2,0,91,
2511,,0,63,0,1,1,44,
4489,3,0,,0,1,0,78,
7100,3,0,,0,3,1,77,
6333,5,0,86,0,2,1,99,
5368,3,0,69,0,4,0,68,
4989,5,0,50,0,1,0,53,
4407,,0,74,0,1,0,50,
6790,3,0,52,0,5,1,50,
4995,1,0,50,0,1,0,86,
437,1,0,49,0,1,0,52,
1812,5,0,,0,1,1,81,
2367,3,0,69,1,4,1,85,
4493,3,0,60,0,5,1,53,
9032,3,0,57,0,5,0,45,
4221,3,0,64,0,3,0,59,
5904,5,0,79,1,5,0,46,
8593,1,0,51,0,5,1,98,
2377,5,0,57,0,3,1,100,
6979,5,0,60,0,2,0,44,
8,4,0,60,0,5,1,100,
6465,5,0,59,0,3,0,72,
3218,3,0,52,0,1,0,86,
2476,5,0,48,0,5,1,70,
3172,4,0,83,1,4,0,97,
4348,5,0,63,0,1,1,75,
7533,2,0,70,0,1,0,59,
3854,5,0,57,0,1,0,56,
4465,3,0,81,0,4,0,88,
4732,4,0,62,1,4,1,43,
1091,3,0,86,0,3,1,91,
9556,1,0,47,0,1,0,55,
787,,0,59,0,1,0,70,
8577,1,0,59,0,4,0,59,
1192,3,0,51,0,3,1,67,
3793,2,0,46,0,3,0,62,
6509,4,0,84,1,1,0,85,
2358,5,0,59,0,3,1,73,
6849,4,0,69,0,5,1,79,
8651,5,0,63,0,2,1,57,
8665,4,0,50,0,2,1,64,
814,2,0,70,0,5,0,82,
6676,5,0,63,0,4,0,87,
7986,2,0,79,0,5,1,69,
924,4,0,49,0,4,0,87,
2716,3,0,52,0,4,1,100,
3379,3,0,74,0,1,0,49,
7818,4,0,64,0,3,1,87,
8982,3,0,85,0,4,0,65,
2110,5,0,77,1,3,0,97,
9043,1,0,58,0,2,1,53,
9398,3,0,49,0,5,0,64,
6257,3,0,60,0,2,0,51,
4945,5,0,86,0,4,0,49,
7811,1,0,47,0,2,0,61,
3003,4,0,84,0,3,1,54,
2204,3,0,49,0,5,0,57,
1953,4,0,51,0,4,1,64,
2878,5,0,56,0,5,1,60,
9143,3,1,55,0,1,1,58,
9823,1,0,78,0,2,1,59,
1604,3,0,87,0,2,0,74,
5060,3,0,53,0,2,1,53,
6152,3,0,85,0,2,1,85,
2143,2,0,51,0,1,0,83,
9631,3,0,48,0,2,1,61,
2118,3,0,68,0,1,0,47,
3823,4,0,,0,1,1,65,
7337,3,0,50,0,5,1,64,
7909,3,0,54,0,3,0,85,
9593,3,0,46,0,2,0,50,
7525,2,0,,0,4,0,93,
3618,2,0,50,0,2,0,54,
6336,3,0,50,0,2,1,72,
6019,3,0,62,0,2,0,66,
4576,5,0,79,0,5,1,83,
6,5,0,52,0,4,1,95,
1889,4,0,82,0,2,0,48,
6730,3,0,69,0,5,0,68,
6796,4,0,68,0,4,0,69,
320,3,0,70,0,5,1,58,
1818,4,0,73,0,2,0,45,
1263,,0,,0,4,0,56,
153,1,0,81,0,2,1,86,
2808,2,0,47,0,1,1,91,
3350,1,0,77,0,5,0,85,
7856,5,0,82,0,4,0,95,
8940,4,0,60,0,4,1,54,
3926,3,0,62,0,5,0,74,
4997,4,0,77,0,5,1,53,
133,,0,80,0,2,0,100,
2272,3,0,54,0,3,0,45,
7966,4,0,47,0,5,0,96,
3735,5,0,67,0,5,1,86,
6641,3,0,59,0,3,1,58,
5424,3,0,52,0,5,0,56,
6892,1,0,69,0,5,1,84,
4133,,0,60,0,5,0,52,
1692,,0,52,0,4,1,40,
3764,,0,50,0,2,0,42,
1265,2,0,71,0,1,0,82,
4387,5,0,,0,3,1,63,
449,1,0,49,0,5,1,62,
5496,1,0,46,0,1,0,62,
7820,3,0,48,0,3,1,68,
637,1,0,48,0,1,0,40,
2201,5,0,50,0,1,1,45,
8535,4,0,60,0,1,0,74,
6931,3,0,64,0,1,1,85,
7009,5,0,53,0,1,0,58,
3238,5,0,47,0,4,1,66,
3771,5,0,48,0,1,0,79,
3790,1,0,72,0,5,0,47,
6505,3,0,70,0,3,0,71,
4960,,0,47,0,2,1,60,
2628,3,0,80,0,5,1,50,
8107,3,0,57,0,4,0,100,
5858,5,0,85,0,3,1,69,
1536,1,0,51,0,1,1,88,
2654,4,0,87,0,5,1,80,
1222,5,0,58,0,1,1,100,
6391,3,0,81,0,1,0,61,
1323,5,0,58,0,4,0,100,
8079,4,0,57,0,3,1,91,
6585,1,0,85,0,5,0,62,
8240,3,0,46,0,4,0,100,
1831,1,0,54,0,5,0,87,
6407,1,0,60,0,5,0,59,
382,3,0,87,0,2,0,66,
4177,3,0,59,0,4,0,95,
1120,5,0,75,0,2,0,46,
6424,5,0,54,0,2,0,86,
6025,5,0,60,0,3,0,81,
1482,3,0,58,0,2,0,58,
1817,3,0,50,0,1,1,73,
1083,3,0,52,0,2,0,75,
670,3,0,52,0,3,1,54,
3444,2,0,72,0,5,1,84,
4541,3,1,75,0,5,0,59,
100,3,0,67,0,4,0,69,
1526,4,0,79,0,1,0,90,
4706,4,0,47,0,4,0,84,
5963,3,0,52,0,1,1,79,
8425,3,0,86,0,2,0,83,
770,5,0,57,0,2,1,67,
5362,4,0,68,0,1,1,89,
7756,1,0,60,0,2,0,68,
9745,1,0,85,0,3,0,64,
5713,4,0,47,0,5,1,62,
9567,1,0,53,0,1,1,54,
3596,3,0,60,0,4,1,51,
3036,4,0,55,0,2,1,65,
4066,1,0,69,0,3,0,60,
2047,2,0,49,0,2,0,81,
1457,2,0,55,0,2,0,86,
7124,3,0,46,0,2,0,92,
2054,5,0,90,1,1,1,71,
3670,5,0,84,0,2,1,52,
4707,,0,67,0,4,1,50,
3652,5,0,57,1,1,0,78,
2997,3,0,55,0,2,0,48,
8355,2,1,,0,1,0,43,
9786,5,0,79,0,1,1,66,
660,3,0,51,0,2,0,91,
4608,4,0,57,0,3,1,54,
5871,4,0,62,0,2,0,41,
8118,5,0,49,0,4,0,56,
5617,4,0,48,0,1,0,71,
772,4,0,50,0,4,1,81,
3390,3,0,50,0,1,0,65,
3381,5,0,77,0,5,1,56,
3495,3,0,83,1,3,1,85,
6667,3,1,60,0,3,0,58,
9161,4,0,58,0,1,0,86,
3424,3,0,49,0,3,0,75,
9395,,0,62,0,4,0,57,
3242,4,0,53,0,1,0,45,
2007,1,0,75,0,3,0,99,
4184,3,0,68,0,5,1,59,
3573,1,0,82,0,2,0,92,
9481,4,0,49,0,3,0,95,
8988,1,0,49,0,2,1,77,
3988,4,0,65,0,2,1,41,
3280,3,0,83,0,1,0,42,
6405,3,0,68,0,2,1,100,
1753,5,0,63,0,5,1,65,
6912,5,0,64,0,5,0,71,
9338,1,0,75,0,3,0,89,
2875,5,0,57,0,4,1,49,
3923,3,0,59,0,1,1,45,
4721,3,0,83,0,4,1,90,
7102,1,0,50,0,2,0,56,
8541,5,0,90,0,3,1,76,
1722,2,0,53,1,1,0,80,
1751,3,0,52,0,3,1,62,
6897,,0,79,0,1,0,64,
8007,5,0,90,1,3,1,51,
3783,4,1,56,0,1,0,93,
5231,5,0,64,0,5,0,58,
184,5,0,83,0,5,1,56,
914,5,0,51,0,5,0,40,
2369,3,0,86,0,1,0,87,
2366,3,0,48,0,2,1,51,
1696,1,0,50,0,2,1,92,
9669,5,0,51,0,1,1,79,
4243,5,0,56,0,2,1,69,
9362,5,0,49,0,5,1,49,
9489,3,0,63,1,1,0,54,
1070,3,0,80,0,3,0,58,
7548,3,0,48,0,1,1,82,
4478,5,0,93,1,3,0,58,
1596,3,0,53,0,2,1,49,
6170,5,0,46,0,2,0,82,
8196,4,0,59,0,5,0,93,
8747,3,0,70,0,2,0,68,
9987,3,0,59,0,2,1,66,
864,3,0,62,0,2,0,91,
5238,5,0,60,1,5,1,55,
8189,4,0,62,0,3,0,52,
811,3,0,72,0,1,1,53,
18,4,0,52,0,1,0,42,
3441,5,0,52,0,4,1,91,
8405,5,0,65,0,4,0,72,
9377,3,0,82,0,1,0,79,
759,2,0,46,0,2,1,96,
3942,3,0,46,0,2,1,53,
7191,5,1,83,0,3,1,66,
2787,1,0,,0,1,1,41,
5485,3,0,51,0,2,1,64,
9162,4,1,50,1,4,1,43,
315,5,0,69,1,5,1,65,
8399,4,0,60,0,1,1,74,
4899,1,0,46,0,2,0,53,
9767,5,0,72,1,4,0,65,
16,1,0,77,0,2,0,63,
6981,,0,52,0,2,0,97,
7824,3,0,58,0,5,0,52,
7261,3,0,59,0,3,1,90,
5968,3,0,57,0,4,1,100,
6329,3,0,73,0,3,1,76,
7339,4,0,,0,1,0,95,
3372,3,0,78,0,3,1,49,
2309,1,0,53,0,4,1,47,
5148,5,1,84,1,5,0,57,
5462,,0,59,0,5,1,44,
8362,1,0,49,0,5,1,88,
9888,5,0,60,0,5,0,49,
1626,3,0,49,0,3,1,58,
3109,,0,53,0,5,0,65,
4388,5,0,50,0,2,0,73,
1173,2,0,56,1,1,0,88,
1659,4,0,57,0,4,0,56,
8009,1,0,79,0,2,0,83,
3802,5,0,60,0,4,0,54,
756,1,0,64,0,4,1,78,
3514,2,0,48,0,3,1,65,
4974,3,0,68,0,3,0,96,
4178,4,0,44,0,2,1,61,
7843,4,0,46,0,3,1,93,
158,3,0,77,1,4,0,69,
1127,1,0,87,0,3,1,88,
1641,4,0,63,0,1,0,51,
4500,,0,53,0,4,1,48,
5802,4,0,48,0,3,1,54,
5999,3,0,72,0,2,1,78,
8326,,0,74,0,4,0,57,
1465,4,0,58,0,3,1,65,
3731,5,0,57,0,1,1,68,
3606,1,0,49,0,2,0,42,
6536,4,0,77,0,5,1,63,
2051,3,0,62,0,3,1,80,
7658,5,0,42,0,1,0,48,
7890,5,0,54,0,4,1,77,
4700,4,0,48,0,4,1,45,
5454,2,0,,0,3,1,86,
6715,,0,49,0,4,0,62,
8047,1,0,48,0,3,1,87,
6002,5,1,70,1,1,0,89,
1520,3,0,69,0,3,0,54,
5330,,0,75,0,4,0,64,
9243,4,0,53,0,4,1,55,
6706,1,0,71,0,2,0,82,
8193,3,0,46,0,1,0,83,
9723,4,0,72,0,3,1,61,
5738,1,0,47,0,2,0,71,
9378,2,0,48,0,1,1,85,
8438,5,0,62,0,4,0,83,
8436,1,0,79,0,5,0,42,
8006,4,0,63,0,3,0,61,
8013,3,0,50,0,1,0,97,
9557,3,0,53,0,1,0,63,
7667,3,0,79,0,5,1,100,
1294,3,0,85,0,3,1,44,
6564,3,0,85,0,3,1,50,
6983,3,0,56,0,4,0,93,
3115,3,0,88,0,1,0,48,
22,4,0,90,1,3,1,81,
1731,2,0,58,0,1,0,83,
1915,4,0,77,0,4,0,81,
8082,3,0,50,0,5,0,96,
6043,4,0,57,0,1,1,92,
6415,5,0,60,0,2,0,99,
4383,1,0,82,0,4,1,95,
9126,,0,83,0,5,0,88,
2864,4,0,83,0,2,1,45,
8148,3,0,60,0,2,1,49,
9901,3,0,88,0,5,0,46,
6928,4,0,65,0,5,1,47,
8350,3,0,,0,5,0,47,
7747,3,0,56,0,2,0,96,
2872,1,0,49,0,2,0,50,
5958,3,0,60,0,5,0,97,
8271,3,0,59,0,2,0,56,
5797,5,1,51,0,3,0,45,
5886,1,0,50,0,2,0,91,
203,1,0,78,0,3,1,74,
1005,3,0,51,0,1,0,54,
343,4,0,62,0,5,0,54,
2035,,0,44,0,1,1,79,
6146,5,0,81,0,4,1,92,
7346,3,0,49,0,2,0,67,
8059,4,0,73,0,2,1,89,
9807,5,0,52,0,3,1,91,
4512,5,0,50,1,1,1,61,
941,2,0,74,0,4,1,88,
7331,5,0,68,0,4,0,44,
5892,3,0,82,0,4,0,43,
6178,2,0,,1,1,0,52,
7847,4,0,86,0,3,1,46,
4247,3,0,55,0,2,0,78,
4156,2,0,51,0,2,0,95,
6163,,0,60,0,1,1,99,
7978,5,0,63,0,2,1,91,
3921,3,0,69,0,1,0,89,
5600,3,0,70,0,5,0,58,
1094,4,1,92,1,4,0,64,
1210,2,0,53,0,2,0,88,
393,2,0,57,0,1,0,88,
3700,5,0,52,0,4,1,55,
9879,2,0,86,1,3,1,63,
2791,5,0,83,0,1,0,91,
7413,3,0,64,0,3,0,46,
2820,4,0,,0,4,1,96,
4528,,0,85,1,4,1,55,
4535,4,0,84,0,1,1,42,
9204,3,0,77,0,2,0,76,
2958,4,0,59,0,2,0,77,
7723,,0,42,0,2,0,94,
2833,5,0,51,0,1,1,87,
4869,3,0,75,1,2,1,80,
5403,1,0,53,0,1,0,84,
3445,5,0,52,0,3,0,86,
7228,5,0,49,0,2,0,79,
8363,5,0,60,0,3,1,68,
2219,5,0,59,0,1,1,74,
2120,4,0,,0,4,0,42,
9365,5,0,85,0,5,1,56,
2811,5,0,62,0,3,1,72,
9085,1,0,52,0,3,1,100,
3023,1,0,79,0,4,0,48,
5213,3,0,59,0,1,1,95,
3663,1,0,84,0,2,0,49,
8014,5,0,57,0,3,0,42,
4195,3,0,74,0,2,0,85,
5990,3,0,50,0,5,0,75,
2245,5,0,49,0,3,0,73,
9821,5,0,48,0,4,0,87,
4744,4,0,82,0,5,0,68,
7300,1,0,49,0,1,0,68,
8914,5,0,63,0,5,1,54,
8933,5,0,52,0,1,0,71,
5672,4,0,60,0,4,0,70,
2907,5,1,63,1,3,1,49,
3460,1,0,50,0,5,1,69,
1175,1,0,52,0,3,1,90,
2726,5,0,72,0,4,1,93,
2963,1,0,53,0,2,0,88,
5658,3,0,71,0,3,0,71,
8238,5,0,47,0,4,0,98,
859,1,0,62,0,1,0,99,
1018,4,0,63,1,5,0,72,
6972,5,0,63,0,2,0,63,
1578,5,0,52,0,2,1,87,
3955,4,0,65,0,2,1,55,
7891,,0,50,0,2,0,55,
9361,3,0,85,1,1,0,49,
6605,1,0,49,0,2,1,58,
1610,5,0,68,0,3,1,48,
3714,3,0,,0,3,1,71,
8955,3,0,46,0,4,1,74,
1060,1,0,77,0,3,1,67,
1695,,0,78,0,4,1,95,
5768,5,0,60,1,1,0,100,
7144,3,1,57,0,1,1,93,
677,5,0,51,0,3,1,98,
5543,,0,52,0,1,1,98,
7601,4,0,50,0,3,0,77,
8468,5,0,84,0,3,1,81,
1245,3,0,70,1,4,0,65,
2652,4,0,81,0,5,1,79,
2745,3,0,53,0,5,1,68,
4447,3,0,49,0,3,0,81,
3711,3,0,,0,2,1,53,
7773,3,0,52,0,1,0,86,
3475,5,0,62,1,1,1,66,
300,3,0,48,0,5,1,76,
7103,3,0,87,0,4,0,44,
5678,2,0,58,0,4,1,52,
8727,4,0,85,0,3,0,62,
5465,3,0,57,0,1,0,54,
6380,5,0,55,1,4,1,67,
3255,1,0,50,0,3,0,100,
5332,1,0,48,0,2,1,79,
8084,5,0,66,0,1,0,81,
1801,5,0,84,0,4,1,77,
3965,3,0,,0,2,0,51,
8332,2,0,60,0,5,1,73,
9802,1,0,49,0,2,1,52,
6235,4,0,77,0,2,0,42,
7702,3,0,86,0,2,0,67,
1705,5,0,59,0,1,1,69,
3392,2,0,78,0,2,0,54,
9871,3,0,50,0,5,0,100,
5775,4,0,,0,4,1,94,
1283,1,0,75,1,3,1,99,
5453,3,0,80,0,5,0,83,
3726,3,0,57,0,2,1,96,
6556,3,0,48,0,1,1,86,
8676,5,0,79,1,3,1,97,
3679,1,0,79,0,1,1,98,
9722,3,0,72,1,5,1,92,
7080,3,0,47,0,2,1,41,
6832,,0,80,0,2,1,69,
907,,0,87,0,2,0,97,
3096,5,0,49,0,5,1,46,
7237,2,0,72,0,5,0,48,
8500,1,0,74,0,2,0,68,
9775,,0,48,0,1,0,86,
1720,4,0,,0,5,1,72,
2650,3,0,68,0,4,1,76,
2453,4,0,,0,3,0,67,
7831,4,0,65,0,5,1,64,
8030,3,0,63,0,5,0,84,
1073,2,0,68,0,3,0,77,
1128,,0,66,1,2,0,86,
3612,1,0,84,0,2,0,63,
978,4,0,84,0,1,0,100,
8667,3,0,46,0,1,0,75,
6365,2,0,73,0,3,0,73,
7518,3,0,60,0,3,0,47,
3712,5,0,65,0,1,0,91,
1619,1,0,51,0,2,0,64,
4726,3,0,66,0,5,0,97,
9372,3,0,69,0,3,1,41,
9731,1,0,47,0,3,0,58,
9809,3,0,53,0,4,0,56,
1069,3,0,65,0,2,0,40,
9301,3,0,63,0,3,1,98,
768,3,0,82,0,5,1,50,
5378,3,0,58,0,4,1,95,
8862,3,0,84,0,1,0,67,
69,5,0,60,0,3,0,73,
620,4,0,57,0,1,0,49,
6654,2,0,51,0,5,1,94,
679,4,0,48,0,2,0,90,
3525,5,0,73,0,2,0,79,
3861,5,0,53,0,4,0,93,
4072,3,0,48,1,1,0,83,
1411,5,0,54,0,4,0,99,
4492,3,0,50,0,4,0,97,
6294,4,0,62,0,2,1,74,
9572,3,0,60,0,1,1,48,
5622,4,0,80,1,4,0,92,
7803,2,0,46,0,4,1,73,
7084,4,0,60,0,5,0,99,
5711,2,0,49,0,4,1,67,
2246,5,0,71,0,4,1,71,
5930,4,0,82,0,5,0,57,
8526,3,0,51,0,2,0,60,
1632,4,0,57,0,1,1,71,
9666,3,0,49,0,3,1,80,
7330,4,0,85,0,5,0,68,
9321,5,0,49,0,3,1,87,
8419,1,0,67,0,1,1,46,
5275,5,0,,0,1,1,43,
7591,5,0,,0,3,0,89,
4011,3,0,64,0,1,0,97,
8798,3,0,43,0,4,1,86,
5312,4,0,59,0,5,0,72,
2583,5,0,58,0,1,0,89,
2587,3,0,46,0,1,0,77,
2653,1,0,58,0,5,0,90,
7641,2,0,47,0,5,0,56,
4268,5,0,85,0,4,1,42,
1122,3,0,76,0,3,0,52,
5133,3,0,50,0,3,0,56,
8656,3,0,64,0,3,0,41,
3511,2,0,59,0,2,1,51,
4667,4,0,77,0,1,1,46,
9299,4,0,60,0,1,1,44,
6747,3,0,57,0,1,0,100,
2921,1,0,,0,3,0,88,
3397,3,0,50,0,5,1,52,
7668,3,0,66,0,4,1,46,
6362,1,0,49,0,2,1,64,
1728,4,0,82,0,4,0,100,
5382,3,0,44,0,2,1,40,
4577,4,0,51,0,4,0,74,
1534,3,0,63,0,2,0,58,
3080,3,0,85,0,4,0,83,
7198,5,0,52,0,5,1,71,
4362,1,0,50,0,4,1,78,
4554,5,0,86,1,2,0,84,
4877,4,0,47,1,4,1,59,
6201,3,0,68,0,3,0,81,
4497,4,0,78,0,1,1,79,
6785,1,0,,0,5,1,57,
6279,4,0,70,0,3,1,70,
9733,3,0,53,0,1,1,91,
6718,5,0,87,0,4,0,49,
2911,4,0,82,0,1,0,72,
5605,2,0,62,0,4,0,82,
3224,3,0,49,0,4,0,72,
1108,5,0,71,0,2,0,43,
2137,3,0,70,0,2,1,81,
9957,2,0,81,0,3,0,56,
2754,1,1,48,0,1,0,40,
4036,,0,83,0,2,1,52,
5031,4,0,63,0,3,0,84,
4562,1,0,58,0,2,1,43,
9363,3,0,82,0,4,0,54,
6301,4,0,47,0,5,0,85,
8769,4,0,52,1,4,1,86,
9348,2,0,52,0,5,1,81,
4543,3,0,52,0,4,0,49,
4641,3,0,49,0,3,1,95,
5781,4,0,83,0,2,0,87,
2388,1,1,49,0,2,1,57,
5050,5,0,70,0,3,0,42,
4441,4,0,71,1,1,1,63,
6142,1,0,49,0,1,0,79,
8445,5,0,52,0,2,1,49,
827,4,0,59,0,1,1,40,
3279,4,0,70,0,5,0,85,
4646,3,0,47,0,2,0,95,
5399,4,0,76,1,3,1,45,
2000,3,0,64,0,3,1,87,
4872,5,0,57,0,5,0,100,
5023,5,0,67,1,5,1,43,
9784,4,0,68,0,4,0,44,
5951,5,0,47,0,5,0,68,
8339,3,0,57,0,4,1,100,
9962,5,0,91,1,2,1,42,
7486,3,0,67,0,3,1,80,
2139,5,0,57,0,1,0,92,
2181,3,0,84,0,1,1,89,
7917,5,0,49,0,3,1,43,
6557,1,0,86,0,1,0,62,
8852,3,0,66,1,2,0,69,
9264,5,0,,0,5,1,77,
8083,1,0,74,0,3,1,77,
3414,,0,62,0,3,1,92,
8467,3,0,49,0,2,1,81,
8688,4,0,58,0,1,1,63,
7933,4,0,87,0,1,1,53,
798,3,0,50,0,1,0,68,
2793,3,0,77,0,3,0,62,
2146,5,0,82,0,5,1,84,
5735,4,0,77,0,3,0,71,
4894,5,0,84,0,5,0,51,
2079,1,0,49,0,5,1,45,
4420,5,0,60,0,1,1,74,
3792,1,0,,0,5,1,82,
3617,5,0,52,0,5,0,76,
5081,4,0,60,0,3,1,77,
9104,3,0,52,0,3,1,53,
2520,3,1,75,1,1,0,62,
518,3,1,86,0,2,0,78,
1396,3,0,73,0,4,0,65,
4431,5,0,58,1,5,1,93,
3024,3,0,51,0,1,1,96,
1935,,0,68,0,5,1,62,
7481,3,0,59,1,1,1,78,
7377,1,0,70,0,4,1,68,
8376,,0,52,0,4,1,84,
566,3,0,,0,5,1,44,
2446,2,0,50,0,5,1,46,
7644,1,0,70,0,5,1,48,
6535,1,0,86,0,2,1,73,
8739,1,0,50,0,3,1,40,
1212,4,0,56,0,1,1,82,
9913,3,0,50,0,3,0,71,
3048,,0,65,0,4,0,84,
7637,3,0,48,1,2,0,43,
9029,4,0,46,0,2,1,88,
7812,,0,66,1,2,0,87,
3910,,0,49,0,2,0,67,
5850,3,0,67,0,3,1,76,
6039,,0,51,0,5,1,84,
4807,5,0,81,1,4,0,94,
6752,3,0,77,0,5,0,100,
7219,4,0,55,0,5,1,87,
3638,4,0,69,0,2,0,90,
574,2,0,47,0,1,0,52,
5150,2,0,51,0,2,0,51,
4372,3,0,79,0,1,0,78,
1653,4,0,63,0,4,1,92,
2114,2,0,62,1,5,1,42,
288,4,0,63,0,1,1,40,
1911,3,0,69,0,4,0,75,
1955,2,0,47,0,4,1,80,
2824,3,0,70,0,1,0,63,
3615,4,0,55,0,5,1,41,
3637,2,0,49,0,3,0,48,
3698,3,0,78,0,2,0,69,
5616,3,0,77,0,1,0,48,
1733,4,0,78,0,1,0,58,
1229,,0,59,0,2,0,45,
7320,3,1,89,1,1,1,97,
1612,4,0,49,0,5,0,72,
2472,3,0,,0,4,1,63,
2818,3,0,79,0,2,1,80,
3312,3,0,64,0,3,1,79,
1145,5,0,58,0,2,0,90,
522,3,0,48,0,3,1,63,
822,,0,54,0,1,1,99,
8337,5,0,51,1,2,1,92,
1981,4,0,59,0,5,1,70,
5581,,0,56,0,2,1,95,
9116,4,0,57,0,5,1,89,
9130,3,0,54,1,3,0,81,
5392,3,0,60,0,2,0,81,
9404,5,0,89,0,4,0,40,
6328,4,0,83,0,1,0,62,
6490,2,0,54,0,1,0,57,
6495,5,0,51,0,2,1,70,
8590,1,0,51,0,4,0,41,
2924,5,0,88,0,2,1,53,
4063,1,0,55,0,3,1,99,
2775,3,0,48,0,5,1,89,
4367,4,0,83,0,3,0,60,
882,3,0,75,0,1,0,69,
3929,3,0,50,0,3,0,60,
483,1,0,48,0,5,0,80,
4458,3,0,69,0,1,0,89,
7911,4,0,51,0,3,1,62,
9795,,0,,0,5,1,92,
8113,1,0,86,0,1,0,89,
771,3,0,69,0,3,0,51,
1409,3,0,79,0,1,0,57,
3874,5,0,51,0,3,1,48,
9109,5,0,48,0,5,1,85,
1899,,0,48,1,4,0,76,
2735,4,0,84,0,3,0,70,
4380,5,0,52,0,3,1,41,
7313,3,0,63,0,5,1,74,
4439,1,0,83,0,5,0,47,
7442,4,0,85,0,4,0,79,
3999,3,0,70,0,4,0,46,
3912,,0,57,0,1,1,59,
4389,4,0,60,0,3,1,66,
99,5,0,50,0,2,0,40,
785,1,0,82,0,2,1,98,
4359,3,0,68,0,5,1,47,
5494,2,0,59,0,3,1,47,
4272,3,0,77,0,2,0,59,
7569,4,1,92,1,5,1,58,
6065,3,0,,0,5,1,73,
858,,0,82,1,4,1,97,
2303,4,0,57,0,2,0,82,
7048,4,0,68,0,1,0,60,
1530,5,0,55,0,5,1,50,
4949,,0,90,0,4,0,44,
1774,1,0,60,0,4,1,92,
6570,3,0,60,0,1,0,87,
7945,5,0,58,0,1,0,83,
7409,5,0,50,0,5,1,70,
9068,4,0,77,0,1,0,54,
6804,,0,47,0,4,0,71,
4279,5,0,70,1,1,1,85,
3002,1,0,48,0,3,1,87,
4813,1,0,47,0,1,0,44,
7927,4,0,82,0,2,0,79,
24,1,0,49,0,1,1,87,
1573,3,0,80,0,3,1,63,
7681,3,0,50,0,5,1,49,
6049,4,0,58,0,3,1,91,
7513,5,0,44,0,4,0,49,
8360,3,0,49,0,4,1,73,
7713,5,0,50,0,2,1,63,
8090,4,0,80,0,1,1,61,
8511,,0,84,0,2,0,90,
418,1,0,60,0,1,1,87,
1159,5,0,55,0,5,1,79,
3977,3,0,49,0,2,1,67,
9699,1,0,53,0,1,0,78,
9850,3,0,62,0,4,0,92,
1868,2,0,52,0,1,1,65,
8411,5,0,50,0,2,1,98,
4729,3,0,78,0,5,0,47,
7457,3,0,91,1,4,1,91,
2435,3,0,66,0,5,0,61,
7279,3,0,80,0,2,0,95,
7967,3,0,63,0,5,0,87,
9030,4,0,77,0,2,0,65,
6650,4,0,62,0,2,1,84,
1819,2,0,81,0,3,0,78,
2393,3,0,48,0,1,0,57,
7282,3,0,55,0,5,1,71,
1348,2,0,81,0,3,0,58,
3052,3,0,52,0,3,1,63,
3056,3,0,85,0,4,1,60,
9668,1,0,47,0,1,0,81,
3906,2,0,53,0,2,1,41,
4913,4,0,78,0,1,0,100,
7233,4,0,56,0,5,0,56,
1825,,0,87,0,4,1,49,
5507,3,0,63,0,4,0,67,
6100,4,0,59,0,2,0,92,
1686,5,0,79,0,3,0,71,
6811,5,0,88,0,5,1,69,
1846,,0,46,0,4,1,54,
5985,5,0,90,0,5,0,75,
431,4,0,51,0,4,0,73,
4928,3,0,86,0,1,0,47,
