Days,Benfica - Stock,Benfica - League,Benfica - Home,Benfica - Opponent,Benfica - Spectators,Benfica - Ranking,Benfica - Points,Benfica - Entry Players,Benfica - Entry Values,Benfica - Exit Players,Benfica - Exit Values,Porto - Stock,Porto - League,Porto - Home,Porto - Opponent,Porto - Spectators,Porto - Ranking,Porto - Points,Porto - Entry Players,Porto - Entry Values,Porto - Exit Players,Porto - Exit Values,Sporting - Stock,Sporting - League,Sporting - Home,Sporting - Opponent,Sporting - Spectators,Sporting - Ranking,Sporting - Points,Sporting - Entry Players,Sporting - Entry Values,Sporting - Exit Players,Sporting - Exit Values,Ajax - Stock,Ajax - League,Ajax - Home,Ajax - Opponent,Ajax - Spectators,Ajax - Ranking,Ajax - Points,Ajax - Entry Players,Ajax - Entry Values,Ajax - Exit Players,Ajax - Exit Values,Dortmund - Stock,Dortmund - League,Dortmund - Home,Dortmund - Opponent,Dortmund - Spectators,Dortmund - Ranking,Dortmund - Points,Dortmund - Entry Players,Dortmund - Entry Values,Dortmund - Exit Players,Dortmund - Exit Values,Juventus - Stock,Juventus - League,Juventus - Home,Juventus - Opponent,Juventus - Spectators,Juventus - Ranking,Juventus - Points,Juventus - Entry Players,Juventus - Entry Values,Juventus - Exit Players,Juventus - Exit Values,Manchester United - Stock,Manchester United - League,Manchester United - Home,Manchester United - Opponent,Manchester United - Spectators,Manchester United - Ranking,Manchester United - Points,Manchester United - Entry Players,Manchester United - Entry Values,Manchester United - Exit Players,Manchester United - Exit Values,Lyon - Stock,Lyon - League,Lyon - Home,Lyon - Opponent,Lyon - Spectators,Lyon - Ranking,Lyon - Points,Lyon - Entry Players,Lyon - Entry Values,Lyon - Exit Players,Lyon - Exit Values,Copenhagen - Stock,Copenhagen - League,Copenhagen - Home,Copenhagen - Opponent,Copenhagen - Spectators,Copenhagen - Ranking,Copenhagen - Points,Copenhagen - Entry Players,Copenhagen - Entry Values,Copenhagen - Exit Players,Copenhagen - Exit Values,Braga - Stock,Braga - League,Braga - Home,Braga - Opponent,Braga - Spectators,Braga - Ranking,Braga - Points,Braga - Entry Players,Braga - Entry Values,Braga - Exit Players,Braga - Exit Values,Roma - Stock,Roma - League,Roma - Home,Roma - Opponent,Roma - Spectators,Roma - Ranking,Roma - Points,Roma - Entry Players,Roma - Entry Values,Roma - Exit Players,Roma - Exit Values,Milan - Stock,Milan - League,Milan - Home,Milan - Opponent,Milan - Spectators,Milan - Ranking,Milan - Points,Milan - Entry Players,Milan - Entry Values,Milan - Exit Players,Milan - Exit Values
19/02/2018,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,23.000,F,Tondela,4885,,3,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,
18/02/2018,,,,,,,,,,,,,23.000,C,Rio Ave,42127,,3,,,,,,,,,,,,,,,,,24.000,F,PEC Zwolle,13250,,3,,,,,,23.000,F,M'gladbach,54018,3,3,,,,,,25.000,F,Torino,26105,,3,,,,,,,,,,,,,,,,,26.000,F,LOSC Lille,39523,4,1,,,,,,21.000,F,FC Midtjylland,10654,,0,,,,,,23.000,F,Vitória SC,21057,,3,,,,,,,,,,,,,,,,,25.000,C,UC Sampdoria,46594,7,3,,,,
17/02/2018,,23.000,C,Boavista,56884,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ª eliminatória,F,Huddersfield,17861,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.000,F,Udinese Calcio,18753,,3,,,,,,,,,,,,,,,
16/02/2018,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,
15/02/2018,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,Fase intermédia,F,FC Astana,29737,,3,,,,,1.250,,,,,,,,,,,1.250,Fase intermédia,C,Atalanta BC,62500,,3,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,Fase intermédia,C,FC Villarreal,46846,,3,,,,,1.250,Fase intermédia,C,Atlético Madrid,34912,,0,,,,,1.250,Fase intermédia,F,Marselha,21731,,0,,,,,1.250,,,,,,,,,,,1.250,Fase intermédia,F,Ludogorets,12500,,3,,,,
14/02/2018,1.260,,,,,,,,,,,1.260,Oitavos de final,C,Liverpool,47718,,0,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,
13/02/2018,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,Oitavos de final,C,Tottenham,41232,,1,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,
12/02/2018,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,,1.255,,,,,,,,,,
11/02/2018,,,,,,,,,,,,,22.000,F,Chaves,6900,,3,,,,,,22.000,C,Feirense,41978,,3,,,,,,23.000,C,FC Twente,52443,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.000,F,Newcastle,52309,,0,,,,,,25.000,C,Rennes,39189,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,C,Benevento,31956,,3,,,,,,,,,,,,,,,
10/02/2018,,22.000,F,Portimonense,6000,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.000,C,Hamburgo,81360,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.000,C,Randers FC,8859,,3,,,,,,22.000,C,Vitória FC,7801,,3,,,,,,,,,,,,,,,,,24.000,F,SPAL,13100,8,3,,,,
09/02/2018,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,24.000,F,Fiorentina,32563,,3,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,
08/02/2018,1.260,,,,,,,,,1,€0,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,1,"€35,000,000",1,"€37,740,000",1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,1,"€37,740,000",1,"€35,000,000"
07/02/2018,1.265,,,,,,,1,"€6,000,000",,,1.265,Meias-Finais,C,Sporting,32855,,3,,,,,1.265,Meias-Finais,F,FC Porto,32855,,0,,,1,"€2,500,000",1.265,22.000,F,Roda JC,14486,,3,,,,,1.265,,,,,,,1,"€5,000,000",1,"€16,000,000",1.265,,,,,,,,,,,1.265,,,,,,,,,,,1.265,Oitavos de final,F,Montpellier,7000,,3,,,,,1.265,,,,,,,1,€0,,,1.265,,,,,,,,,1,"€1,000,000",1.265,,,,,,,,,,,1.265,,,,,,,,,,
06/02/2018,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,,1.260,,,,,,,,,,
05/02/2018,1.300,,,,,,,,,,,1.300,,,,,,,,,,,1.300,,,,,,,,,,,1.300,,,,,,,,,,,1.300,,,,,,,,,,,1.300,,,,,,,,,,,1.300,,,,,,,,,,,1.300,,,,,,,,,,,1.300,,,,,,,,,,,1.300,,,,,,,,,,,1.300,,,,,,,,,,,1.300,,,,,,,,,,
04/02/2018,,,,,,,,,,,,,,,,,,,,,,,,21.000,F,Estoril,6258,,0,,,,,,21.000,C,NAC Breda,51886,,3,,,,,,,,,,,,,,,,,23.000,C,Sassuolo,40400,,3,,,,,,,,,,,,,,,,,24.000,F,Mónaco,10301,2,0,,,,,,Oitavos de final,C,Bröndby IF,19645,,0,,,,,,,,,,,,,,,,,23.000,F,Hellas Verona,17495,,3,,,,,,23.000,F,Udinese Calcio,23758,7,1,,,,
03/02/2018,,21.000,C,Rio Ave,53828,,3,,,,,,21.000,C,Braga,43627,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.000,C,Huddersfield,74742,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.000,F,FC Porto,43627,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2018,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,21.000,F,Colónia,50000,6,3,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,
01/02/2018,1.330,,,,,,,,,,,1.330,,,,,,,,,,,1.330,,,,,,,,,,,1.330,,,,,,,,,,,1.330,,,,,,,,,,,1.330,,,,,,,,,,,1.330,,,,,,,,,,,1.330,,,,,,,,,,,1.330,,,,,,,,,,,1.330,,,,,,,,,,,1.330,,,,,,,,,,,1.330,,,,,,,,,,
31/01/2018,1.265,,,,,,,,,,,1.265,,,,,,,,,,,1.265,20.000,C,Vitória SC,42757,,3,1,"€2,500,000",,,1.265,,,,,,,,,,,1.265,,,,,,,,,1,"€63,750,000",1.265,,,,,,,,,3,"€9,650,000",1.265,25.000,F,Tottenham,81978,,0,,,,,1.265,,,,,,,,,1,€0,1.265,,,,,,,1,"€2,700,000",1,"€625,000",1.265,,,,,,,1,"€1,250,000",,,1.265,,,,,,,,,1,"€6,000,000",1.265,Meias-Finais,C,Lázio,17724,,1,,,,
30/01/2018,1.300,,,,,,,,,,,1.300,20.000,F,Moreirense,3232,,1,,,,,1.300,,,,,,,,,1,"€4,020,000",1.300,,,,,,,,,,,1.300,,,,,,,1,"€3,000,000",1,"€10,500,000",1.300,Meias-Finais,F,Atalanta BC,16406,,3,1,"€4,500,000",1,"€5,000,000",1.300,,,,,,,,,,,1.300,,,,,,,,,,,1.300,,,,,,,,,,,1.300,20.000,C,CD Aves,7607,,3,,,,,1.300,,,,,,,,,1,"€20,000,000",1.300,,,,,,,,,,
29/01/2018,1.395,20.000,F,Belenenses,9268,,1,,,,,1.395,,,,,,,,,,,1.395,,,,,,,,,,,1.395,,,,,,,,,,,1.395,,,,,,,,,,,1.395,,,,,,,,,,,1.395,,,,,,,,,,,1.395,,,,,,,,,,,1.395,,,,,,,,,,,1.395,,,,,,,,,,,1.395,,,,,,,,,,,1.395,,,,,,,,,,
28/01/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.000,F,FC Utrecht,21768,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.000,F,Bordéus,29310,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.000,C,UC Sampdoria,29468,,0,,,,,,22.000,C,Lázio,50822,7,3,,,,
27/01/2018,,,,,,,,,,,,,,,,,,,,,,,,Final,F,Vitória FC,24137,,0,,,,,,,,,,,,,,,,,20.000,C,Friburgo,81360,6,1,,,,,,22.000,F,Chievo Verona,27000,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/01/2018,1.370,,,,,,,,,,,1.370,,,,,,,,,,,1.370,,,,,,,,,,,1.370,,,,,,,,,,,1.370,,,,,,,,,,,1.370,,,,,,,,,,,1.370,4ª eliminatória,F,Yeovil Town,9195,,3,,,,,1.370,,,,,,,1,"€11,000,000",,,1.370,,,,,,,,,,,1.370,,,,,,,,,,,1.370,,,,,,,,,,,1.370,,,,,,,,,1,€0
25/01/2018,1.360,,,,,,,,,,,1.360,,,,,,,,,,,1.360,,,,,,,,,,,1.360,,,,,,,,,,,1.360,,,,,,,,,1,€0,1.360,,,,,,,,,,,1.360,,,,,,,,,,,1.360,,,,,,,,,,,1.360,,,,,,,,,1,€0,1.360,,,,,,,,,,,1.360,,,,,,,,,,,1.360,,,,,,,,,,
24/01/2018,1.295,,,,,,,,,,,1.295,Meias-Finais,F,Sporting,26536,,0,,,,,1.295,Meias-Finais,C,FC Porto,26536,,3,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,1,"€2,000,000",1.295,,,,,,,,,,,1.295,4ª eliminatória,F,Mónaco,7143,,3,,,,,1.295,,,,,,,,,,,1.295,,,,,,,,,,,1.295,3.000,F,UC Sampdoria,19302,,1,,,,,1.295,,,,,,,,,,
23/01/2018,1.365,,,,,,,,,,,1.365,,,,,,,,,,,1.365,,,,,,,,,,,1.365,,,,,,,1,"€5,500,000",,,1.365,,,,,,,,,,,1.365,,,,,,,,,,,1.365,,,,,,,,,,,1.365,,,,,,,,,,,1.365,,,,,,,,,,,1.365,,,,,,,,,,,1.365,,,,,,,,,,,1.365,,,,,,,,,,
22/01/2018,1.290,,,,,,,,,,,1.290,,,,,,,,,,,1.290,,,,,,,,,,,1.290,,,,,,,,,,,1.290,,,,,,,,,,,1.290,21.000,C,Génova,29069,,3,,,,,1.290,,,,,,,1,"€34,000,000",1,"€34,000,000",1.290,,,,,,,,,,,1.290,,,,,,,,,,,1.290,,,,,,,,,,,1.290,,,,,,,,,,,1.290,,,,,,,,,,
21/01/2018,,,,,,,,1,€0,,,,,,,,,,,,,,,,,,,,,,,,,,19.000,C,Feyenoord,53320,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.000,C,PSG,57582,2,3,,,1,€0,,,,,,,,,,,,,,,,,,,,,,,,21.000,F,Inter,57066,,1,,,,,,21.000,F,Cagliari Calcio,15235,9,3,,,,
20/01/2018,,19.000,C,Chaves,57383,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,F,FC Burnley,21841,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.000,F,Portimonense,2833,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2018,1.220,,,,,,,,,,,1.220,19.000,C,Tondela,32711,,3,,,,,1.220,19.000,F,Vitória FC,7540,,1,,,,,1.220,,,,,,,,,,,1.220,19.000,F,Hertha Berlim,65893,4,1,,,,,1.220,,,,,,,,,,,1.220,,,,,,,,,,,1.220,,,,,,,,,,,1.220,,,,,,,1,"€1,000,000",,,1.220,,,,,,,,,,,1.220,,,,,,,,,,,1.220,,,,,,,,,,
18/01/2018,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,,1.250,,,,,,,,,,
17/01/2018,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,21.000,F,Guingamp,14638,3,3,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,
16/01/2018,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,1,"€1,000,000",,,1.230,,,,,,,,,,,1.230,,,,,,,,,,
15/01/2018,1.270,,,,,,,,,,,1.270,,,,,,,,,,,1.270,,,,,,,,,,,1.270,,,,,,,,,,,1.270,,,,,,,1,"€21,500,000",,,1.270,,,,,,,,,,,1.270,23.000,C,Stoke,74726,,3,,,,,1.270,,,,,,,,,,,1.270,,,,,,,,,,,1.270,,,,,,,,,,,1.270,,,,,,,,,,,1.270,,,,,,,,,1,"€3,400,000"
14/01/2018,,,,,,,,,,,,,,,,,,,,,,,,18.000,C,CD Aves,41950,,3,,,,,,,,,,,,,,,,,18.000,C,Wolfsburgo,80600,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.000,C,Angers SCO,36691,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2018,,18.000,F,Braga,20407,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.000,C,Benfica,20407,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2018,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,,1.245,,,,,,,,,,
11/01/2018,1.195,,,,,,,,,,,1.195,Quartos de final,F,Moreirense,4154,,3,,,,,1.195,,,,,,,,,,,1.195,,,,,,,,,,,1.195,,,,,,,,,,,1.195,,,,,,,,,,,1.195,,,,,,,,,,,1.195,,,,,,,,,,,1.195,,,,,,,,,,,1.195,,,,,,,,,,,1.195,,,,,,,,,,,1.195,,,,,,,,,,
10/01/2018,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,Quartos de final,F,Cova da Piedade,,,3,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,,1.230,,,,,,,,,,
09/01/2018,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,
08/01/2018,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,
07/01/2018,,17.000,F,Moreirense,4507,,3,6,"€13,770,000",3,"€24,500,000",,17.000,C,Vitória SC,40309,,3,7,"€19,900,000",5,"€58,000,000",,17.000,C,Marítimo,41754,,3,5,"€14,050,000",3,"€20,300,000",,,,,,,,2,"€14,250,000",5,"€19,250,000",,,,,,,,4,"€48,000,000",3,"€12,000,000",,,,,,,,6,"€107,100,000",5,"€8,900,000",,,,,,,,2,"€81,000,000",,,,,,,,,,4,"€9,450,000",7,"€58,600,000",,,,,,,,1,"€875,000",3,"€7,800,000",,,,,,,,4,"€7,010,000",2,"€10,000,000",,,,,,,,9,"€125,200,000",9,"€60,230,000",,,,,,,,4,"€28,000,000",4,"€12,700,000"
06/01/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.000,F,Cagliari Calcio,16233,,3,,,,,,,,,,,,,,,,,3ª eliminatória,F,AS Nancy,14201,,3,,,,,,,,,,,,,,,,,17.000,C,Rio Ave,8513,,3,,,,,,20.000,C,Atalanta BC,32863,,0,,,,,,20.000,C,Crotone,42533,11,3,,,,
05/01/2018,1.180,,,,,,,,,,,1.180,,,,,,,,,,,1.180,,,,,,,,,,,1.180,,,,,,,,,,,1.180,,,,,,,,,,,1.180,,,,,,,,,,,1.180,3ª eliminatória,C,Derby,73899,,3,,,,,1.180,,,,,,,,,,,1.180,,,,,,,,,,,1.180,,,,,,,,,,,1.180,,,,,,,,,,,1.180,,,,,,,,,,
04/01/2018,1.165,,,,,,,,,,,1.165,,,,,,,,,,,1.165,,,,,,,,,,,1.165,,,,,,,,,,,1.165,,,,,,,,,,,1.165,,,,,,,,,,,1.165,,,,,,,,,,,1.165,,,,,,,,,,,1.165,,,,,,,,,,,1.165,,,,,,,,,,,1.165,,,,,,,,,,,1.165,,,,,,,,,,
03/01/2018,1.225,16.000,C,Sporting,61996,,1,,,,,1.225,16.000,F,Feirense,5113,,3,,,,,1.225,16.000,F,Benfica,61996,,1,,,,,1.225,,,,,,,,,,,1.225,,,,,,,,,,,1.225,Quartos de final,C,Torino,37763,,3,,,,,1.225,,,,,,,,,,,1.225,,,,,,,,,,,1.225,,,,,,,,,,,1.225,16.000,F,Boavista,4379,,3,,,,,1.225,,,,,,,,,,,1.225,,,,,,,,,,
02/01/2018,1.110,,,,,,,,,,,1.110,,,,,,,,,,,1.110,,,,,,,,,,,1.110,,,,,,,,,,,1.110,,,,,,,,,,,1.110,,,,,,,,,,,1.110,,,,,,,,,,,1.110,,,,,,,,,,,1.110,,,,,,,,,,,1.110,,,,,,,,,,,1.110,,,,,,,,,,,1.110,,,,,,,,,,
01/01/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"€3,000,000",,,,,,,,,,1,"€2,000,000",,,,,,,,,,,,,,,,,,,,,,,1,€0,,22.000,F,Everton,39188,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"€3,000,000",,,,,,,,,,,
31/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/12/2017,,,,,,,,,,,,,Fase de grupos,F,Paços Ferreira,5227,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.000,F,Hellas Verona,29215,,3,,,,,,21.000,C,Southampton,75050,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.000,C,Sassuolo,37157,,1,,,,,,19.000,F,Fiorentina,30213,9,1,,,,
29/12/2017,1.150,Fase de grupos,F,Vitória FC,2736,,1,,,,,1.150,,,,,,,,,,,1.150,Fase de grupos,F,Belenenses,,,1,,,,,1.150,,,,,,,,,,,1.150,,,,,,,,,,,1.150,,,,,,,,,,,1.150,,,,,,,,,,,1.150,,,,,,,,,,,1.150,,,,,,,,,,,1.150,Fase de grupos,C,Portimonense,2994,,1,,,,,1.150,,,,,,,,,,,1.150,,,,,,,,,,
28/12/2017,1.146,,,,,,,,,,,1.146,,,,,,,,,,,1.146,,,,,,,,,,,1.146,,,,,,,,,,,1.146,,,,,,,,,,,1.146,,,,,,,,,,,1.146,,,,,,,,,,,1.146,,,,,,,,,,,1.146,,,,,,,,,,,1.146,,,,,,,,,,,1.146,,,,,,,,,,,1.146,,,,,,,,,,
27/12/2017,1.213,,,,,,,,,,,1.213,,,,,,,,,,,1.213,,,,,,,,,,,1.213,,,,,,,,,,,1.213,,,,,,,,,,,1.213,,,,,,,,,,,1.213,,,,,,,,,,,1.213,,,,,,,,,,,1.213,,,,,,,,,,,1.213,,,,,,,,,,,1.213,,,,,,,,,,,1.213,Quartos de final,C,Inter,48721,,3,,,,
26/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.000,C,FC Burnley,75046,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.000,C,Willem II,51921,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.000,C,AS Roma,41100,,3,,,,,,19.000,F,Leicester,32202,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.000,F,Juventus,41100,,0,,,,,,18.000,C,Atalanta BC,45746,8,0,,,,
22/12/2017,1.144,,,,,,,,,,,1.144,,,,,,,,,,,1.144,,,,,,,,,,,1.144,,,,,,,,,,,1.144,,,,,,,,,,,1.144,,,,,,,,,,,1.144,,,,,,,,,,,1.144,,,,,,,,,,,1.144,,,,,,,,,,,1.144,Fase de grupos,F,Vitória FC,1495,,0,,,,,1.144,,,,,,,,,,,1.144,,,,,,,,,,
21/12/2017,1.150,,,,,,,,,,,1.150,Fase de grupos,C,Rio Ave,27911,,3,,,,,1.150,,,,,,,,,,,1.150,,,,,,,,,,,1.150,,,,,,,,,,,1.150,,,,,,,,,,,1.150,,,,,,,,,,,1.150,,,,,,,,,,,1.150,,,,,,,,,,,1.150,,,,,,,,,,,1.150,,,,,,,,,,,1.150,,,,,,,,,,
20/12/2017,1.170,Fase de grupos,C,Portimonense,21355,,1,,,,,1.170,,,,,,,,,,,1.170,Fase de grupos,C,CF União,8713,,3,,,,,1.170,Oitavos de final,F,FC Twente,26700,,0,,,,,1.170,Oitavos de final,F,Bayern,75000,,0,,,,,1.170,Oitavos de final,C,Génova,39969,,3,,,,,1.170,Quartos de final,F,Bristol City,26088,,0,,,,,1.170,19.000,F,Toulouse,15853,3,3,,,,,1.170,,,,,,,,,,,1.170,,,,,,,,,,,1.170,Oitavos de final,C,Torino,27206,,0,,,,,1.170,,,,,,,,,,
19/12/2017,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,
18/12/2017,1.200,,,,,,,,,,,1.200,15.000,C,Marítimo,34123,,3,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,,1.200,,,,,,,,,,
